objectives;is_feasible;variables;evaluation_time
[3.5386139520000026, -2.4999999999985287];True;[-1.6001085585399002, -1.5548678516281433, -2.471125170227537, -1.9167167473460758, 3.448681838997336, -0.5251585189677019, 3.00957938959227, 2.239481482267162, -3.985027465169164, -0.020007930995955547];173.8649819000857
[3.1424770800000115, -2.499999999999626];True;[-2.3237030168770776, -4.099926433334048, 0.7295120211926616, -1.9120260119919, -1.6633710288116434, 1.2552924084254595, -4.813550963135103, -2.091865827536804, -3.5312984608876077, -3.2640218916564887];174.39840119995642
[3.725008992000012, -1.7185764];True;[-2.373964424437488, -4.914168942756422, 2.85194677761506, 0.753983907810599, 0.2528174757257373, -0.6432470733278226, 2.6501147242528864, -2.663531468715502, 4.714750558624061, 4.625399882637431];175.37768509995658
[3.9822507360000037, -2.4999999999996034];True;[-1.303735812689263, 3.792363586427525, 4.8919865034593535, -0.17217679779880335, 4.010492157072475, -0.32353972002783493, -3.7246731223056537, 4.784551980007569, 4.504955437962639, 0.7032081616921593];175.98361489991657
[3.3156028080000013, -2.499999999999566];True;[-0.36386760441707544, -3.4806337052229095, -2.4095627964000554, -2.717692454729883, 3.5361298369235747, 0.7747306635110887, -3.4904402616894203, -4.7044018553283244, 0.6166467306937697, -1.4607453325205366];176.34079240006395
[3.8363068800000013, -2.3123322];True;[2.398962061961475, 2.4963107643343374, 1.4052673345237956, -1.6531242302178653, -2.2271647009585926, 3.022353358469058, 3.9191692714939244, 0.46877263697292015, 1.2307741416792686, -0.6545154551034056];151.85539949999657
[3.8863471680000012, -2.4999999999990754];True;[2.178896080402848, 1.217570976865594, 1.6509216648483962, 0.3522059819678187, -1.6458099615500856, 4.212246741461808, 3.998189025267415, -4.0481488554649445, 3.2379834355367194, 1.5694442381422498];157.41174190002494
[3.723168888000006, -1.065835];True;[-0.939791865141685, -4.547214826355105, 3.657710281448871, 1.9340499960688522, 1.6551917647545196, 2.4850614538920732, -3.921389326791024, -2.6544732781191493, 3.068888949785544, 4.430900760902745];155.82856309995987
[3.686804208000008, -2.4999999999983475];True;[0.5552993931913743, -2.032700892945385, 0.9177515188120013, 0.689491512808126, 4.89993684682746, -4.45200477773339, 2.5504700602334642, 4.924565964197527, -2.6329829773214772, -1.9344049510370431];156.9924962000223
[3.452200776000003, -2.4999999999711813];True;[-3.597301041265343, -1.7530214556985513, 3.1660019034354665, 0.48639284112370795, -3.9251550451787987, -0.23439921887019377, -0.5781049038637036, -2.286614873005327, 2.2267628892584304, -0.8804277099195374];157.87632200005464
[3.7138525920000083, -2.3799314];True;[-2.2856921319413734, -1.5586733477652404, 2.521590433392551, -2.587189291184969, 1.5128760705562527, 2.7000862524244598, 1.6020085178282901, 0.6864432987702003, -1.7107562222319093, 3.856928818619185];150.63534919999074
[3.7981938960000017, -2.4999999999978018];True;[-3.445748690608105, -1.21684096209664, 0.2473190839903694, 3.8492053326909, 1.4234120552783889, -3.958429289493748, 2.238480501054391, 4.674604447843354, 1.8736195882735904, 2.956722139097975];152.34239069989417
[3.5463858480000026, -2.3706272];True;[-0.6291220674450546, -1.1247993095483877, 0.3415837855887558, 3.417516158441737, -2.095562487418107, -3.0837300337577256, -4.487361531467323, -0.222702744386444, 0.5809109849636211, 4.287796207805783];153.064178599976
[3.6183557520000074, -2.499999999997576];True;[1.1746115015120306, -4.862030001204424, 3.726971554953151, 2.190158069706202, 1.3643061144105335, 1.2130358840958095, 0.6434472101895663, -3.231405683283042, 2.8522523088309537, -4.754891713656331];153.30480050004553
[3.4490322720000104, -1.9677525999999999];True;[-2.153090491252563, -3.1685693662045553, 1.5380428739395153, -2.814700199648917, 4.514990423932284, 4.780166930192703, -4.240368216965321, 0.4988743457671605, -3.6074541946367433, -2.870467018082219];154.40115920000244
[3.7533132000000107, -2.499999999999357];True;[0.49186249336294985, -2.8318761580405463, 3.713099765357807, -1.5130842392576072, 0.92921483954599, -1.1290917611879578, -0.17108767952597148, 2.606428951806649, 3.935828497007803, 0.5331941528719364];148.8843808999518
[3.4055957520000013, -2.4999999999974913];True;[4.252579891060055, -2.538102332029424, -4.322424468501474, -1.1884887943479718, -4.375559271725389, 0.520082993244813, 0.0978417147856172, -3.2346634464685717, 4.047932292895979, -2.7927097176160554];149.13716199994087
[4.028452272000008, -2.4999999999959917];True;[2.728308072631341, 3.2181028923894885, 3.1202600255674326, 4.62202812120092, -4.515598717928687, -2.0186428843600837, 4.779192926647376, 2.6399797578241664, 4.8407824007188776, -0.11200983806446807];150.30092710000463
[3.271121496000007, -2.4999999999972395];True;[-1.1177281553047758, -2.0218583200731945, -2.2737719741815132, 2.2130341794900135, -1.7344034606672976, -4.859306795092734, -2.752543423020488, -4.406893720056946, 2.8340683717328297, -1.6398103288114285];157.5996602999512
[3.4851379680000125, -2.42774489];True;[1.72587841191101, 0.9110622368928674, -2.8099402083333036, -1.79531429022455, 0.7586462012582418, -4.762689447035877, 1.496936493706304, -0.052256230055006014, -4.036160679421171, 2.7128168418013674];158.9550594999455
[3.5552269440000117, -2.4999999999990545];True;[-2.7066621463997187, -3.8116938576016324, 1.5172746471917362, -3.1813231925737986, -2.2177004265104405, -0.11721079904680565, 3.3925792207784244, 3.798751846562551, 2.241557729084036, -1.5217479585471683];149.61602439999115
[3.4615263600000086, -2.499999999999573];True;[1.9991241419829162, -1.1433823620342096, -3.4831677072237124, -1.9138872391064519, -0.6787037035923191, 1.5191209919204294, 4.256549146984584, -4.749737880274846, -4.859668293492012, 2.109608740774174];154.10923229996115
[3.4693706160000004, -2.4999999999984706];True;[-2.2524593143373375, -1.3269026148782617, -2.494867206607597, 0.49894193505204765, 2.6876045349434, 1.7915926087447005, -0.27374249100882864, -1.8873466640930516, 0.5612002285687323, -3.885034726184231];154.3873265000293
[3.6269804160000003, -2.499999999997189];True;[2.3126237525916267, 2.9304133048551293, 1.7711703188364334, 2.1792576297442823, 2.1185876357104068, -0.7533718005473187, -3.6785651139719566, -3.644027822367417, 1.518155211904725, -4.038460207397221];154.09210550005082
[3.6092308320000015, -2.499999999995156];True;[0.10580856241291059, 3.8327983506955388, -0.673879086251155, -2.157569383836131, -1.1598622664127523, -4.582847542643494, -4.3818612264753245, 3.502597128625336, 2.5825416304421935, 2.8262515519020157];155.6916135000065
[3.500835336000013, -2.0789942];True;[1.488182151728818, -3.429355019302408, 1.6751603044940433, 2.7330950471241087, -2.1905091692591947, 1.8887811766022278, -3.8048721413563955, -2.948811134464319, -1.961990300658086, 1.4260311104368375];150.1162927999394
[3.786847848000013, -2.4999999998777334];True;[-2.3099140329406795, -3.7358717073869583, 2.8344497316060906, 2.7685593404184914, 0.02048660488495191, 4.748391843104779, 3.711195867364852, -0.15901046840212274, 3.307065002073154, -3.068330313643898];147.46350340009667
[3.833741448000014, -2.3881843];True;[0.5538679051319448, -1.3994066918922088, 1.8253514677148566, 3.350684556886499, -4.47706843880165, 4.971694231141706, 4.109882629417527, 1.9460759992814447, 3.7756376222935, -4.36869388406513];149.11758459999692
[3.612204720000012, -2.494189445];True;[3.445633959162338, 4.20817546840569, 0.41278925636895725, -4.384031550389793, -2.3598239126371565, -0.07101090505629593, 2.6707045797487963, -2.4132024318227883, -4.362490660475956, 2.8849522893991733];149.67570919997524
[3.240777816000004, -1.057607];True;[-3.976256725063961, -3.7827241903247177, -3.5372543304486923, -1.8758869238426366, 4.73314409293789, 4.084662514329258, -0.47241529997024934, -4.62146051329257, -3.008602150315901, -4.7072245525844085];157.37039689999074
[4.027734936000005, -2.4999999999990883];True;[-1.7259839014835898, 4.778323147034454, -2.3790670571365427, 1.846774939525253, 4.649544598669413, 3.875313388926932, 3.1200102284489066, 1.3734322713413967, 1.3054743224035006, 2.4253984884066773];149.25920609990135
[3.740782392, -2.0447172];True;[4.0671719849340775, -4.839510160273017, -1.2794652118092809, 1.8220076054401613, 0.7728331066497045, 1.6584773366957686, 3.8566285605436583, -3.4359190150202834, 1.3583543949588561, 2.003794394861485];148.45787299994845
[3.598257816000011, -2.4999999999986033];True;[-0.8481021856966287, -4.748407487259316, -3.2382657424087755, 3.9937084532640057, -4.77533071207671, 2.525059175902191, 3.697162506743311, -0.13168310421302998, 1.3207740657104017, 1.5911307815025886];148.6258053999627
[3.4834542480000064, -2.499999999999355];True;[-2.2023301202351897, -2.3835282512792366, -4.0934943488877105, -0.7721892338163556, 2.447878188966639, -0.7020241648487682, -1.4211405676650148, 2.717861147756894, 0.009564954321932717, 0.4704580430937586];150.5984896000009
[3.332648448000006, -2.499999998678885];True;[2.3547859817921424, -3.518562934792666, -4.964434187858894, -0.2596538508380819, -1.659555454518875, -2.5837188208200956, -0.7799811515991886, -1.101245923661148, -3.5592448798906684, 3.160867444971087];154.80556000000797
[3.6473369040000008, -2.499999999999336];True;[-4.519571248567285, 0.830541374759707, -1.0173231982295583, -2.2387757247958096, 2.7119609572833614, -1.1504617988877253, 2.6788554890444596, 3.9500981791450247, 1.2052166677363392, -0.7923503359420412];147.41811169998255
[3.5591317920000005, -2.0347189];True;[-4.186054604678272, -1.3636235789004525, 4.214591228588061, 0.13363300450941296, 0.14908408211784518, -1.5519043241426864, 2.7902216166945504, -2.003000507293573, 3.941300125546878, -4.549629939333062];154.63837170007173
[3.690569520000006, -2.4999999999968505];True;[4.133951284123416, 1.399968179428928, 3.16536475998155, 0.03141524356503034, 2.6571454223169324, -0.8063259413394599, -3.609969747394859, 0.1776810595113787, -3.658111215280573, 0.16856092604265527];172.44948449998628
[3.7152753840000026, -1.9711903];True;[3.2976537538834574, 1.4214147478880292, -3.760521970071812, 4.033606282941795, 4.076947359203411, -0.8172296054713959, 3.85763988695021, 0.9878442058743584, -3.3378043110939917, -4.9560244894422745];153.5339326999383
[3.1711603680000118, -2.499999999998406];True;[-4.1738793270607575, 2.6067569029414317, -4.146840803080641, -4.302932562391972, -4.744646086583413, 2.397797029930447, 2.746942906496761, -3.592173845424247, -2.3184266938833256, -4.859642145097199];177.65095989999827
[3.7849723200000103, -2.4999999999998166];True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -3.115491843802307, 3.9766685944546296, 1.4134115989155251, -2.783566535766062];151.530319100013
[3.6879267600000016, -2.499999999997893];True;[-4.504001170282338, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, -1.3921697046416814, 3.6211298507632375, -2.0500568872560834, 0.21262622756055904, 1.0040801797670529, 3.9593216291251956];147.89357780001592
[3.983366808000002, -2.499999999999271];True;[4.297313712224941, 1.225502170381735, 4.008139507557555, -1.636600211664824, 0.660032886070713, 3.1302842541604843, 2.5253109022790827, 4.603745803509412, -0.1417309561847251, -1.4568717341956052];146.55784979998134
[3.517028640000003, -2.137269];True;[0.6776229106831799, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.777733556030782, 0.35329399457756594, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];150.75825999991503
[3.757036392000007, -2.1284139];True;[-0.49025427099355223, -3.3899623701880643, 1.5186048814923456, -0.6303034997078836, 4.096971799063121, 1.979315040812752, 3.3055872040681713, 1.8851794957703119, 1.156591005095473, -2.694849437104736];149.91294890001882
[3.364482528000007, -2.1390143];True;[3.238729085864062, -3.1947239189765453, -2.7821032210462358, -3.863380069769944, 4.269709556665202, 1.3551417368440344, -3.274162348160891, -3.911504918621478, -3.7708287372200147, 0.4961925472028632];155.1571871000342
[3.732857136000009, -2.499999999996627];True;[-2.006478914393164, 2.2573895548337077, -4.162903288858112, 4.204573157967374, 1.3724010832154532, -0.9617171931100321, 1.1503485781620366, 0.32992655094719403, 0.7104849506962276, 2.7234409805382933];149.49557409994304
[3.4349469120000116, -2.4999999999870894];True;[-1.3152287192171395, -2.671823495820589, -2.424492476937731, 1.6756455022534666, 0.8129250757685913, -0.45395059018574546, -2.4021844926400915, -0.6980508845437985, -3.3341905839136987, 2.63671728478144];150.3313317000866
[3.9923606160000014, -1.7284229];True;[2.2860095247946175, 2.7417592003705185, -1.1358364703981785, 3.6445157174480567, 2.0268005303073178, -1.65284531545998, 0.7568209442937501, 1.8114789427400426, 3.0697130304016103, 4.083063789716471];146.07490120001603
[3.386486016000001, -2.4999999999979616];True;[-4.284829669352473, 2.7059817749808683, -2.099413949106644, -2.639105781765233, -1.9360104505901345, -0.5702837834026662, 3.769008399464406, -3.9931276787024728, 0.4257780281032053, -1.7962119240642815];144.94603570003528
[4.146225840000003, -2.499999999999094];True;[3.3537076430019104, 4.785798013213215, -3.7579595726181485, 4.010529614794073, 4.649544598669413, 3.8452668434037056, 3.1317348962755007, 1.0054042329612893, 1.3054743224035006, 2.4253984884066773];145.63863239996135
[3.487876416000013, -2.4999999999837623];True;[-3.9931700957725442, 1.9770195902854129, -3.51311627777764, -1.080437610131706, -1.3921697046416814, 3.6211298507632375, -2.322536248021402, 0.21262622756055904, -2.984505918047483, 3.750916171671875];147.23064900003374
[3.8443671360000042, -2.4999999999983817];True;[-3.445748690608105, -1.2299267674475716, 2.323357517713293, 4.011772020862794, 1.4234120552783889, -3.958429289493748, 2.238480501054391, 4.674604447843354, 1.8736195882735904, 2.8688281536326166];149.2381061000051
[3.421945008000013, -2.499999999998796];True;[-1.3152287192171395, -3.740183496167365, -2.3962852121685376, 2.8040116768300223, 0.8129250757685913, 4.63281334216962, -2.4021844926400915, -0.6980508845437985, -3.515994853012068, -2.958412699268495];150.3072611000389
[3.4355918880000087, -2.499999999971343];True;[-4.487087799572427, -3.7827241903247177, 1.7657050535078445, -1.8758869238426366, 4.73314409293789, 4.084662514329258, -0.4678179905611135, -4.62146051329257, 0.979983971832997, -4.473365181859926];152.3887164000189
[3.388452696000008, -2.4999999999968447];True;[-4.2255686159315085, -3.7827241903247177, 1.8375274878379895, -1.5437016421849235, 4.73314409293789, 4.084662514329258, -0.331558163869498, -4.62146051329257, -3.5415306914205122, -2.935970926741782];149.25974800006952
[3.6696842640000087, -2.499999999999567];True;[-3.4123220070608915, -3.7827241903247177, 1.7657050535078445, -1.9062379692927514, 4.648348259828648, 4.084662514329258, 2.174988697997095, -4.847276427815119, 0.979983971832997, 2.9876186206662902];149.69042160001118
