eval_axis,EHVI,ParEGO,MESMO,NSGA2,MOEAD,SMSEMOA,EGBO,RandomSearch
200,1.2099587906590739,1.2099936642397062,1.1030968229422415,0.9619674684914128,1.021643990719504,0.9332498164912192,1.2099897500424344,0.9590176896704862
205,1.2099587906590739,1.209993902618508,1.1030968229422415,0.9793578181764944,1.0245389741155881,0.9333470312577791,1.2099897500424344,0.9590176896704868
210,1.2099587906590739,1.2099939026185267,1.1030968229422429,0.9793578181764944,1.0253526572766531,0.9333470312577791,1.2099897500424348,0.9590176896704868
215,1.2099587906590739,1.2099939026185267,1.1030968229422438,0.9793578181764944,1.030558143973198,0.9333470312577791,1.2099897974107598,0.9590176896704868
220,1.2099587906590739,1.2099939026185271,1.1030968229422438,0.9796952366666293,1.0307100595579164,0.9374816745911109,1.2099897974107598,0.9590176896704868
225,1.2099587906590739,1.2099941821718982,1.1030968229422438,0.9796952366666293,1.0328974333333023,0.9523137689919091,1.209999476299916,0.9590176896704868
230,1.2099587906590739,1.209994182171904,1.1030968229422438,0.9950037899999602,1.0346919910141956,0.9523137689919091,1.209999476299916,0.9590176896704868
235,1.2099587906590739,1.209994182171904,1.1030968229422438,0.9950037899999602,1.0388800397880253,0.9553001016524799,1.209999476299916,0.9671724663371544
240,1.2099587906590739,1.209994182171904,1.1030968229422444,0.9950037899999602,1.0389349481834163,0.9565386221575188,1.209999476299916,0.9671724663371544
245,1.2099587906590739,1.2099941821719042,1.1030968229422444,0.9950037899999605,1.0420567115167503,0.9565386221575188,1.209999476299916,0.9671724663371567
250,1.2099587906590739,1.2099941821719042,1.1030968229422444,0.9950037899999605,1.0461115549739486,0.9565386221575195,1.209999476299916,0.9671724663371567
255,1.2099587906590739,1.209995516124427,1.1030968229422444,0.9950037899999767,1.0467936408467862,0.9565480547976888,1.209999476299916,0.9671724663371569
260,1.2099587906590739,1.209995516124427,1.1030968229422449,0.9971532258920094,1.0492284288833638,0.9618561072542091,1.209999476299916,0.9671724663371569
265,1.2099587906590739,1.209995516124427,1.1046375423467307,0.9971532258920105,1.0493192888833687,0.9618763806862766,1.209999476299916,0.967172466337158
270,1.2099587906590739,1.209995516124427,1.1046375423467307,0.9971532258920105,1.054248506666652,0.975902215013093,1.209999476299916,0.9671724663371584
275,1.2099587906590739,1.209995516124427,1.1046375423467307,1.0197052799999782,1.0588231740688807,0.9807430142465106,1.209999476299916,0.9671724663371585
280,1.2099587906590739,1.2099971278644641,1.1046375423467307,1.0204380633333139,1.058873775502076,0.9807430142465106,1.209999476299916,0.9671724663371585
285,1.2099587906590772,1.2099971278644641,1.1046375423467307,1.0204380633333139,1.0611644155020759,0.9925457096843564,1.209999476299916,0.9671724663371585
290,1.2099587906590772,1.2099971278644641,1.1046375423467307,1.0204380633333139,1.0656145141312627,0.9926883796843574,1.209999476299916,0.9671724663371585
295,1.2099587906590772,1.2099971278644641,1.1046375423467307,1.0204380633333139,1.066538367464595,0.9926883796843574,1.209999476299916,0.9671724663371585
300,1.2099589018117494,1.2099971278644641,1.104637542346731,1.0204380633333148,1.0704970745883378,0.9926883796843574,1.209999476299916,0.9671724663371585
305,1.2099589018117498,1.209997127864468,1.104637542346731,1.0353395825361016,1.0710083633333152,0.9926883796843585,1.2099994762999164,0.9671724663371585
310,1.2099589018117505,1.209997127864468,1.1046375423467314,1.0353395825361023,1.0740972252406922,1.0022309901961501,1.2099994762999373,0.9671724663371585
315,1.2099589018117505,1.209997127864468,1.1046375423467314,1.0369908735434672,1.0774601452406802,1.0038644682441429,1.2099994762999373,0.9671724663371585
320,1.2099589018117505,1.2099971278644681,1.1067437856800637,1.0372274210769676,1.0835537533333062,1.0038644682441429,1.2099994762999373,0.9671724663371585
325,1.2099589018117505,1.2099971278644681,1.1067437856800637,1.0372274210769676,1.0837266956175666,1.0038644682441429,1.2099994762999373,0.9671724663371585
330,1.2099589018117505,1.2099971278644681,1.1067437856800637,1.0372274210769683,1.0880221499904803,1.0038644682441429,1.2099994762999373,0.9671724663371585
335,1.2099589018117511,1.2099971278644686,1.1067437856800648,1.0372274210769683,1.0899034395448428,1.0038644682441429,1.2099994762999378,0.9671724663371588
