eval_axis,EGBO,EHVI,ParEGO,MESMO,NSGA2,SMSEMOA,RandomSearch
440,90.97670476662461,16.82614166660157,24.82102949998807,18.54581310000079,1.2833989226728828,1.887308468002205,0.0014472883330502856
445,100.24948180001229,28.192993966668535,30.991417633369565,14.073129366666763,1.2833989226728828,1.887308468002205,0.0014472883330502856
450,86.02137090001877,20.617168266694836,27.42444563334963,18.582011600000744,1.2833989226728828,1.887308468002205,0.0014472883330502856
455,101.07381353337162,29.101983066667646,27.49350126669742,13.510088366666727,1.2966328799965179,1.1570424220074604,0.0014472883330502856
460,87.91267803334631,28.499859466644313,33.666098733316176,15.050538866665496,1.2966328799965179,1.1570424220074604,0.0014472883330502856
465,90.00060000006731,18.295697199995633,33.57836883332735,15.592225366667966,1.2966328799965179,1.1570424220074604,0.0014472883330502856
470,76.61225943333314,27.56078246664644,29.50965116665854,13.189496066668047,1.2966328799965179,1.1570424220074604,0.0014472883330502856
475,94.98723179998342,22.188151866643846,26.65132123332781,10.44017443333299,1.2966328799965179,1.1570424220074604,0.0014472883330502856
480,93.3945772666096,22.93377346659933,33.615053499971204,14.828011766666046,1.2966328799965179,1.1570424220074604,0.0014472883330502856
485,61.920888566683665,16.458771066662546,28.458967866686482,18.896200133334787,1.2966328799965179,1.1570424220074604,0.0014472883330502856
490,85.94000356667675,22.578268333299395,26.993041166686453,16.059570599999763,1.2966328799965179,1.1570424220074604,0.0014472883330502856
495,82.10833140000857,27.129631199951593,25.150242166632477,12.90716236666655,1.2966328799965179,1.1570424220074604,0.0014472883330502856
500,54.27930150002552,27.155750633372616,33.891333400039,10.572934966667162,1.2966328799965179,1.1570424220074604,0.0014472883330502856
