eval_axis,ParEGO,NSGA2,SMSEMOA,EGBO
1455,0.08420926054054055,0.007589549684684695,0.007140699594594609,0.05350453418918923
1460,0.08420926054054055,0.007589549684684695,0.0072262558108108195,0.05350453418918923
1465,0.08420926054054055,0.007589549684684695,0.007234578288288298,0.05350453418918923
1470,0.08420926054054055,0.007769525090090104,0.007335261801801812,0.05350453418918923
1475,0.08420926054054055,0.007892848738738755,0.007335261801801812,0.05350453418918923
1480,0.08420926054054055,0.007907941531531548,0.00738491693693695,0.05350453418918923
1485,0.08420926054054055,0.007934692747747765,0.0073860538738738865,0.05350453418918923
1490,0.08420926054054055,0.007981264369369386,0.00740732180180181,0.05350453418918923
1495,0.08420926054054055,0.008015381036036053,0.00740732180180181,0.05350453418918923
1500,0.08420926054054055,0.008015381036036053,0.00740732180180181,0.05350453418918923
