eval_axis,EGBO,ParEGO,NSGA2,SMSEMOA
55,8.590766766651845,4.49954269999095,0.019749117332394282,0.019591818666667732
60,12.42113699996844,10.387915700004669,0.019749117332394282,0.019591818666667732
65,14.485024900020411,11.079129000000345,0.019749117332394282,0.019591818666667732
70,10.404282066621818,12.825315300016277,0.019749117332394282,0.019591818666667732
75,16.139621999968465,12.503213233333858,0.019749117332394282,0.019591818666667732
80,19.08795200001138,13.818455933360383,0.019749117332394282,0.019591818666667732
85,13.701094466610812,12.694789166668974,0.019749117332394282,0.019591818666667732
90,18.664608733262867,13.918572433341373,0.019749117332394282,0.019591818666667732
95,21.452526799985208,12.321557999986302,0.019749117332394282,0.019591818666667732
100,15.730831666655527,12.881133466667961,0.019749117332394282,0.019591818666667732
105,23.069559933346074,13.47418736667411,0.020447157334322934,0.018767930667575806
110,18.140273733374972,13.464925100008259,0.020447157334322934,0.018767930667575806
115,15.917903799990503,11.7515236333226,0.020447157334322934,0.018767930667575806
120,19.55688140001924,14.860380966672286,0.020447157334322934,0.018767930667575806
125,16.690388899995014,13.964579333328098,0.020447157334322934,0.018767930667575806
130,24.770290633353095,13.607191166675571,0.020447157334322934,0.018767930667575806
135,16.375584700028412,15.742057466656357,0.020447157334322934,0.018767930667575806
140,17.970943199975107,15.51683563333548,0.020447157334322934,0.018767930667575806
145,18.855825766649406,14.444101400004001,0.020447157334322934,0.018767930667575806
150,20.916842300017986,13.394005866643662,0.020447157334322934,0.018767930667575806
155,23.490829800022766,15.621309500032416,0.019712439333379784,0.019679332667728932
160,25.06854339999457,15.436096733358378,0.019712439333379784,0.019679332667728932
165,22.6021443666347,12.850996233338568,0.019712439333379784,0.019679332667728932
170,19.102392666662734,15.696508233319037,0.019712439333379784,0.019679332667728932
175,25.374004499986768,14.542226299992763,0.019712439333379784,0.019679332667728932
180,24.02682609995827,16.96417689998634,0.019712439333379784,0.019679332667728932
185,22.83220903334829,18.11469646668411,0.019712439333379784,0.019679332667728932
190,23.776304800024565,17.012858400004916,0.019712439333379784,0.019679332667728932
195,18.64081226665682,20.182042933340806,0.019712439333379784,0.019679332667728932
200,23.531346833333373,17.747866433346644,0.019712439333379784,0.019679332667728932
205,25.279557166698698,18.448112500006875,0.019045536000339824,0.017750901333056433
210,17.030547666673858,19.12589630000487,0.019045536000339824,0.017750901333056433
215,24.371543600029934,19.29597726667028,0.019045536000339824,0.017750901333056433
220,23.132894599965464,19.83241426665336,0.019045536000339824,0.017750901333056433
225,25.762286566663533,19.842779366668157,0.019045536000339824,0.017750901333056433
230,24.3330904666412,21.40758049998355,0.019045536000339824,0.017750901333056433
235,22.108875633295003,20.590524966683006,0.019045536000339824,0.017750901333056433
240,19.215176566697966,21.002796333341394,0.019045536000339824,0.017750901333056433
245,20.953271900032025,24.868860600011732,0.019045536000339824,0.017750901333056433
250,25.400929133291356,27.330924099990323,0.019045536000339824,0.017750901333056433
255,15.02050656666203,26.13474893332265,0.019879835333170722,0.01925523866685887
260,23.68200520003059,27.930201466660947,0.019879835333170722,0.01925523866685887
265,25.48565609997604,24.78867110000768,0.019879835333170722,0.01925523866685887
270,19.241579033356782,28.78777710002032,0.019879835333170722,0.01925523866685887
275,24.1493404667126,26.863625533345232,0.019879835333170722,0.01925523866685887
280,25.629522933314245,27.852396000002045,0.019879835333170722,0.01925523866685887
285,31.35424356670895,27.55707023332555,0.019879835333170722,0.01925523866685887
290,18.83900136667459,27.443219400011003,0.019879835333170722,0.01925523866685887
295,24.454936966688063,29.624312833339598,0.019879835333170722,0.01925523866685887
300,24.18673270001697,28.81001179999051,0.019879835333170722,0.01925523866685887
305,26.392502600016694,28.649349133338546,0.01944960400161416,0.01947957066838479
310,21.222539233315427,28.78961399999874,0.01944960400161416,0.01947957066838479
315,23.578109966707416,27.785613766638562,0.01944960400161416,0.01947957066838479
320,28.01769370007484,30.229810300001798,0.01944960400161416,0.01947957066838479
325,19.8574669000227,33.6174972000105,0.01944960400161416,0.01947957066838479
330,18.787815466678392,33.13899289999002,0.01944960400161416,0.01947957066838479
335,20.369398999998037,35.31986016666633,0.01944960400161416,0.01947957066838479
340,21.485239133394014,35.55792993334277,0.01944960400161416,0.01947957066838479
345,18.25764156668447,35.342766333351996,0.01944960400161416,0.01947957066838479
350,18.082789766679827,36.581977166662305,0.01944960400161416,0.01947957066838479
355,31.595107233345818,33.74036726668904,0.02119635400022773,0.018653370665075924
360,15.430301000053683,36.90229346666214,0.02119635400022773,0.018653370665075924
365,19.880263833367888,36.55096776666081,0.02119635400022773,0.018653370665075924
370,20.099038999954548,33.01012756665781,0.02119635400022773,0.018653370665075924
375,17.604625100037083,38.23113473334039,0.02119635400022773,0.018653370665075924
380,26.611997733319487,35.87328540000211,0.02119635400022773,0.018653370665075924
385,18.17282300000079,37.02183356666743,0.02119635400022773,0.018653370665075924
390,24.652811500011012,37.153947966677755,0.02119635400022773,0.018653370665075924
395,18.58770933332077,36.102103733312106,0.02119635400022773,0.018653370665075924
400,13.873473833315074,38.82393620001191,0.02119635400022773,0.018653370665075924
405,14.715586000005715,38.99341803334149,0.021519082666103157,0.01920763333522098
410,20.776544833361793,38.18330023331995,0.021519082666103157,0.01920763333522098
415,21.159425499965437,40.68939823334222,0.021519082666103157,0.01920763333522098
420,16.632198666688055,41.86762466665823,0.021519082666103157,0.01920763333522098
425,17.609384299993206,41.11091110001629,0.021519082666103157,0.01920763333522098
430,18.675875099957924,38.721959966652015,0.021519082666103157,0.01920763333522098
435,20.26480720002049,42.92601633333834,0.021519082666103157,0.01920763333522098
440,21.1692595333249,44.53496033332582,0.021519082666103157,0.01920763333522098
445,17.083552466627832,41.75039586667359,0.021519082666103157,0.01920763333522098
450,20.09465013331889,45.485487766651204,0.021519082666103157,0.01920763333522098
455,20.61162906663958,45.49331026666914,0.020461524667819853,0.019369025998748884
460,18.47941643333373,41.09296016668668,0.020461524667819853,0.019369025998748884
465,15.818507933368286,42.63754116667163,0.020461524667819853,0.019369025998748884
470,17.784751700004563,44.11452729999049,0.020461524667819853,0.019369025998748884
475,16.15391543332953,48.24822570001319,0.020461524667819853,0.019369025998748884
480,12.458252433338203,45.60570740000306,0.020461524667819853,0.019369025998748884
485,15.191695566677177,43.033141299994895,0.020461524667819853,0.019369025998748884
490,12.000422900076956,46.144597133320836,0.020461524667819853,0.019369025998748884
495,18.22539893332093,44.82680410000224,0.020461524667819853,0.019369025998748884
500,22.83417866670061,48.000818600005005,0.020461524667819853,0.019369025998748884
505,12.783325766640095,44.69382040000831,0.01960415999977466,0.019877166001242636
510,15.011313833335103,47.40547700000267,0.01960415999977466,0.019877166001242636
515,19.658544999974158,49.07690579999083,0.01960415999977466,0.019877166001242636
520,13.640148399979807,47.302889133328186,0.01960415999977466,0.019877166001242636
525,14.762214933289215,48.31873403332429,0.01960415999977466,0.019877166001242636
530,17.994729599993054,52.39203293333412,0.01960415999977466,0.019877166001242636
535,13.162300833306896,49.080135266674915,0.01960415999977466,0.019877166001242636
540,21.15165383333806,52.00266999999682,0.01960415999977466,0.019877166001242636
545,12.78778116668885,48.79219149999941,0.01960415999977466,0.019877166001242636
550,10.208478199977739,50.02209323333227,0.01960415999977466,0.019877166001242636
555,18.751369733324584,48.70458273334467,0.01992859466719291,0.018531654000592774
560,15.147416766616516,51.55334973335266,0.01992859466719291,0.018531654000592774
565,17.36503293334196,54.70168643333212,0.01992859466719291,0.018531654000592774
570,16.205445800015394,53.506014066680414,0.01992859466719291,0.018531654000592774
575,20.706428099966917,52.52364226665426,0.01992859466719291,0.018531654000592774
580,20.357293699984442,52.48285373331358,0.01992859466719291,0.018531654000592774
585,24.001436533328768,52.04206276666567,0.01992859466719291,0.018531654000592774
590,19.871645833326813,51.6020183666454,0.01992859466719291,0.018531654000592774
595,16.206856666637275,54.20414573332528,0.01992859466719291,0.018531654000592774
600,11.75663346669171,54.95241896667479,0.01992859466719291,0.018531654000592774
605,18.737257733320195,50.352692333321706,0.01945011733371459,0.01835547333272799
610,14.598340999994738,58.02888063332648,0.01945011733371459,0.01835547333272799
615,15.551166100000652,55.092345566663425,0.01945011733371459,0.01835547333272799
620,24.33149070001673,55.94933273333785,0.01945011733371459,0.01835547333272799
625,22.03761673338401,59.198390299997605,0.01945011733371459,0.01835547333272799
630,16.59012160000081,60.89928866666742,0.01945011733371459,0.01835547333272799
635,15.875221133309728,60.5870647666452,0.01945011733371459,0.01835547333272799
640,19.05349806669013,59.529253966660086,0.01945011733371459,0.01835547333272799
645,28.10408500007664,55.77884680001686,0.01945011733371459,0.01835547333272799
650,26.10221306665335,55.963662866667924,0.01945011733371459,0.01835547333272799
655,14.191098566632718,56.571468933320524,0.018933795333335533,0.01842636866669641
660,22.373455033327144,61.455474866670556,0.018933795333335533,0.01842636866669641
665,21.848380966694094,62.93598896668603,0.018933795333335533,0.01842636866669641
670,17.81050253333524,60.29696876667246,0.018933795333335533,0.01842636866669641
675,16.99625733331777,62.41750299999452,0.018933795333335533,0.01842636866669641
680,20.988171233329922,63.89227949998652,0.018933795333335533,0.01842636866669641
685,24.038033133333858,64.92051573334417,0.018933795333335533,0.01842636866669641
690,26.746994100045413,63.46412506667548,0.018933795333335533,0.01842636866669641
695,22.423906466690823,61.38455689999197,0.018933795333335533,0.01842636866669641
700,18.451291033338446,67.01323163334746,0.018933795333335533,0.01842636866669641
705,40.94183989998419,64.07278043332433,0.019824662666651467,0.021086732000694653
710,20.89178033332185,69.82967006666392,0.019824662666651467,0.021086732000694653
715,33.311269066645764,62.552789266648084,0.019824662666651467,0.021086732000694653
720,21.901780800001386,67.45113413333699,0.019824662666651467,0.021086732000694653
725,25.957657933351584,69.76027103331096,0.019824662666651467,0.021086732000694653
730,49.698309233334534,74.58445509998516,0.019824662666651467,0.021086732000694653
735,42.20817366669265,64.76589903332449,0.019824662666651467,0.021086732000694653
740,21.755801566682447,75.07466559999739,0.019824662666651467,0.021086732000694653
745,29.618140799963538,67.69729610000893,0.019824662666651467,0.021086732000694653
