objectives;is_feasible;variables;evaluation_time;algorithm_time
[3.899666376000005, -2.4999999999992193];True;[3.1379041558141356, 1.3197405486770073, 4.845508844940788, 0.21463562239959266, -1.6471329907274477, -1.684140257627421, -4.143663715830112, 3.5426506545296554, 3.75125259817494, 4.0033473259812595];181.3607961999951;
[3.69698148, -2.499999999987658];True;[3.4439258907002746, -0.8800652995434977, 3.5706062856437857, 0.5733062061262428, -1.614424861938458, -1.853305232689384, -4.915956787384092, 2.8993105984961423, 4.911649170778144, -2.1784885496475703];177.09870809991844;
[3.660060600000001, -2.4999999999378986];True;[-1.2428069789574083, -2.6377337965844125, 1.0479848462416683, 3.951757134518891, 2.180568641905511, -1.7016836765479293, 3.159453443984132, -2.2653933400055335, 3.7715907620973717, -4.016499218943851];188.06540100008715;
[3.5211285360000066, -2.4999999999977858];True;[-2.0791590068970214, 4.520175069676352, 1.5361342321838931, 2.298930652426046, -3.4614268429986184, -1.9352319428174014, -3.6232218749730194, 3.4127288791313095, -0.31890525810659653, -4.534793679983801];191.2169282999821;
[3.7298880000000008, -2.499999999992729];True;[-2.994210461907847, 1.5461675418398713, 4.85684530095846, 2.153093920020379, -3.911977040548913, 3.6946938068069617, 0.22773430687342078, 1.0317886392584423, -2.8991777094698854, 1.7750461733484908];186.71524500008672;
[3.922575336000003, -2.4999999999991287];True;[0.10626901355344387, -1.1745743457883462, 1.0267131194184316, 3.3601671475372363, 1.426791854340622, -0.37666354720029904, 4.507027590867693, 3.14716688131689, 2.456428649520812, -0.07861995918766596];179.78186930005904;
[3.747811896, -2.495342754];True;[-3.9726422074034016, 2.4923721209962792, 3.037596036957172, 4.032187987084582, 4.297995231215673, -4.786819374770449, 2.504460092334857, -2.3332432440985054, -1.283912715128702, 2.321829349224773];183.4894181001;
[3.5840854080000097, -2.499999999996342];True;[1.0855238381138133, -0.3443731896458022, 3.79773523229807, 2.110470264681439, -3.103875198000817, -4.321072837280749, -4.802050006562664, 1.1761982958292911, 0.9284260997199496, 2.2028933406255558];171.41820970003027;
[3.8054206080000013, -2.499999999998282];True;[1.7680007197296623, -2.4200147773861467, 3.3211675617216336, -2.9846476866100247, 2.1848722966068532, 3.6262528711397355, -1.69977652109257, 1.719606917201732, -0.0644269064888725, 3.5258539089792595];166.56536210002378;
[3.3785728560000035, -2.1754216];True;[-3.369851017137199, 1.305090199819027, -1.0377364528220143, 0.8253555841253366, 2.426053066890744, -4.500557957109129, -4.076355224460374, 2.2366113568840156, -2.7003232032836855, -1.8928792662450853];177.47796390007716;
[3.2564121120000067, -1.617056];True;[-3.531291354640188, -2.5389574418166827, -4.275522583752508, -0.7430892381635772, 0.28918286853299335, -3.359597875385841, -2.134716944801541, 0.6497108675283467, -2.325621878091144, 1.5297390675224145];167.5717695999192;
[3.1780620000000095, -2.4999999999968168];True;[-4.18100129349299, 0.3330157957788291, -4.979088552744132, -3.1848927332441903, 4.7846858567146135, -0.34348108079769535, -1.962390725516061, -2.248658400299317, -4.999580418073382, -3.2861272176848058];176.37701200006995;
[3.5044170480000023, -2.4999999999983618];True;[-1.923764760176263, 0.9422892439005821, 0.3734172241924707, -3.6244950777447293, -2.8725664639422366, -1.3921928373715895, 4.733620460279878, 2.9263473195030016, 0.4175666161724738, -4.538682862683753];176.82179389998782;
[3.273836184000012, -2.499999999993082];True;[-0.9129294080157848, -1.6526081546684255, -4.666983685714627, -1.230351671859479, -1.0643538082923278, 2.188122346178261, -3.631160910116704, 3.4382284045743194, -4.131746357510711, -3.969736915480855];178.21919350000098;
[3.5564339520000043, -2.3462732];True;[1.8576509923367546, 0.4127005803986865, -4.420201093705568, 4.598099616086435, 4.996044757996783, -1.6899628739803632, -3.7503630409685105, -3.8746535220906453, -0.5462206273054573, -0.13335288334856088];176.61168079997879;
[3.3821720640000024, -2.499999999999588];True;[-3.803926999591244, -0.05846245342204437, 3.688351242528187, -3.7969731191836376, 2.989216652830641, 2.4533556648989654, -4.748344195856009, -2.938238643064519, -2.842585280996156, -1.560340507419924];174.38710930000525;
[3.7828000080000064, -1.8791240999999999];True;[0.9699654288726611, 4.927490334464409, 2.4997725202278795, -4.164565274055818, -2.429436523112709, 4.345862196787923, 4.307481989079651, 1.5389911186217038, -0.9509384919390236, -3.1150182185775432];166.34718270006124;
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];174.71249819989316;4.132638599956408
[2.89110016800001, -2.499999999998012];True;[-5.0, -2.9700169631040243, -5.0, -1.6473249565000914, -5.0, 0.7582276497356322, -0.5350627744592105, -4.939705839084739, -4.9624190350075015, -4.056466278503166];168.7019531999249;4.132638599956408
[2.697863976000012, -2.4999999997503894];True;[-5.0, -5.0, -5.0, -4.064009957349811, -5.0, 0.12804035637641498, -3.362919543833014, -5.0, -5.0, -5.0];175.17872860003263;4.132638599956408
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];175.66518650006037;4.132638599956408
[2.6110715040000008, -2.495212506];True;[-5.0, -5.0, -5.0, -4.696997414929217, -5.0, -2.6562563066726144, -3.963824025701485, -5.0, -5.0, -5.0];181.48267609998584;4.132638599956408
[2.5411618080000005, -2.499999999979622];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.5536143755344245, -5.0, -5.0];180.966371800052;3.945204299991019
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];184.4671248999657;3.945204299991019
[2.5968813840000076, -2.492005683];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -1.9740106108791715, -5.0, -5.0];183.49398810009006;3.945204299991019
[2.5710335280000054, -1.8572399000000002];True;[-4.926904361981817, -5.0, -3.4928212600393875, -4.927657023482706, -4.986988266342378, -5.0, -4.927355158094255, -5.0, -4.982541066543201, -4.926399269075253];182.27533980004955;3.945204299991019
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];182.76012410002295;3.945204299991019
[2.5491814560000132, -2.2196546];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.182330224688364, -5.0];183.98780430003535;6.052916100015864
[2.7902340000000025, -2.0472873];True;[-5.0, -5.0, 4.1010508143602085, -5.0, -5.0, -5.0, -5.0, -5.0, -2.1235486316657974, -5.0];204.58080869994592;6.052916100015864
[2.5326747360000095, -2.499999999880721];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.946545964473497, -5.0];187.10032510000747;6.052916100015864
[2.5382937600000046, -2.46219832];True;[-5.0, -5.0, -5.0, -5.0, -4.843187238504392, -4.843210953441243, -5.0, -5.0, -5.0, -5.0];186.7239322999958;6.052916100015864
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];187.11228060000576;6.052916100015864
[2.578105800000008, -1.026713];True;[-5.0, -5.0, -4.193028398675636, -5.0, -5.0, -5.0, -5.0, -5.0, -3.650205348641055, -5.0];216.34147039998788;8.938972000032663
[2.597535000000012, -1.7613164000000001];True;[-5.0, -5.0, -1.9437497577851008, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];216.38988829997834;8.938972000032663
[2.534579424000011, -2.4999999998809224];True;[-5.0, -5.0, -4.881907786053732, -5.0, -5.0, -5.0, -5.0, -5.0, -4.97645381876679, -5.0];215.06552129995544;8.938972000032663
[2.5349066640000113, -2.4999999999981624];True;[-4.923740106973674, -5.0, -4.9957101321615776, -5.0, -5.0, -5.0, -4.923743304104399, -5.0, -5.0, -5.0];214.14909329998773;8.938972000032663
[2.563129440000006, -2.499999999952374];True;[-5.0, -5.0, -5.0, -4.7073374630104174, -4.707336016058429, -4.707337265785165, -4.707337279010794, -4.707338410149225, -4.999933480810108, -5.0];212.13057260005735;8.938972000032663
[2.6396508960000036, -1.8426881000000002];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.006057543972351809, -5.0];208.23499379993882;13.880613000015728
[2.5337037600000056, -2.4999999999969678];True;[-4.9999999996877404, -4.974730088234034, -4.974795079882959, -4.9744740032756125, -5.0, -5.0, -4.999999999845186, -4.999999999958322, -4.9748892839983165, -5.0];210.4376097000204;13.880613000015728
[2.539539216000003, -1.194108];True;[-5.0, -5.0, -4.958735604223239, -5.0, -5.0, -5.0, -4.784696951768837, -5.0, -4.8853263625370085, -5.0];210.91126580000855;13.880613000015728
[2.546029152000001, -2.4999999999895124];True;[-4.999985585259373, -4.5531688576941125, -4.999929436879785, -4.867359297779842, -4.911781592479601, -5.0, -5.0, -5.0, -4.99602410525987, -5.0];210.90010249998886;13.880613000015728
[2.534666256000004, 0.08804500000000015];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.854334467637492, -5.0];210.0426648000721;13.880613000015728
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];199.89525810000487;7.956030800007284
[2.581569792000013, -2.4999999999952687];True;[-4.9999193177053876, -4.420816149483757, -5.0, -5.0, -4.999938286133007, -4.420728747985147, -4.999939526411209, -4.420759764448595, -5.0, -4.420792425124086];199.27335609996226;7.956030800007284
[2.687557320000006, -0.003953000000000095];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 2.2239449490364214, -5.0];200.6902186999796;7.956030800007284
[2.7590785920000025, -2.499999999975369];True;[-5.0, -5.0, -0.9919578237842872, -5.0, -5.0, -5.0, -5.0, -5.0, 1.5270948929643504, -5.0];198.94803520001005;7.956030800007284
[2.6824655520000102, -2.46021187];True;[1.252133359322384, -4.576383878049388, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.687530373306675];209.53543259995058;7.956030800007284
[2.540277504000002, -2.4999999999861666];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -4.999999943812503, -5.0, -4.5945484707124065, -5.0, -5.0];202.41461730003357;3.8196129000280052
[2.573110368000009, -2.48493732];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.074518240163246, -5.0];205.86617549997754;3.8196129000280052
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];204.01059479999822;3.8196129000280052
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];203.7642368999077;3.8196129000280052
[2.652526440000011, -2.499999999994447];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.6021509544197876, -5.0];205.5522154000355;3.8196129000280052
[2.560902912000007, 0.3375840000000001];True;[-5.0, -3.6396810366034646, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];196.67792650009505;14.534305799985304
[2.6464942080000053, 1.582256];True;[-5.0, 0.32287398384053567, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];198.2251589000225;14.534305799985304
[2.787231600000009, -1.442552];True;[-5.0, -2.153888757938316, 3.9923839111144517, -5.0, -4.999999993745752, -5.0, -5.0, -5.0, -4.999999999996279, -5.0];207.81989639997482;14.534305799985304
[2.6690904000000044, -2.2024825];True;[-4.998276100334746, 1.1483712848277774, -5.0, -4.9988557698949085, -5.0, -4.999034306304356, -4.9976563128211025, -4.89652655521671, -4.997178125508352, -4.891891088806977];197.47421050001867;14.534305799985304
[2.6369221680000026, -2.498075555];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.855764894149538, -5.0, -4.3000451394049, -0.9644674090377023];198.77457260002848;14.534305799985304
[2.5944090480000126, -2.0053652];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.0884748218508067, -5.0, -5.0, -5.0];182.69067239994183;13.699053499964066
[2.687956272000011, -2.43783942];True;[-5.0, -5.0, -4.81342176517859, -2.6391010951754716, -0.456953141504604, -5.0, -5.0, -4.852833059552514, -5.0, -4.9952711242004915];220.24414959992282;13.699053499964066
[2.81522714400001, -0.967395];True;[1.4622307684357052, -5.0, -5.0, -5.0, -5.0, -2.3968600539437004, -4.40129501878234, -4.998657986482168, -5.0, -1.5308272644144427];182.2760262999218;13.699053499964066
[3.077250480000002, -2.090255];True;[1.7659350120713002, 4.868691658767894, -3.2685603132950707, -3.6633085360969573, -3.36576185632343, -4.627890701589556, -4.37194755177909, -4.625082634364391, -3.4859603546360898, -3.960810119198319];187.70106619992293;13.699053499964066
[2.556356760000003, -2.46718618];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.8501522095651195, -5.0, -5.0];182.49729339999612;13.699053499964066
[2.6244548640000085, -1.7060825];True;[-5.0, -5.0, -4.9997524344669015, -5.0, -0.7111452207464772, -5.0, -5.0, -4.986558819935682, -5.0, -5.0];190.09723029995803;8.697954099974595
[2.5809267600000045, -1.7412792000000001];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.7126496115730188, -5.0, -5.0];178.78412189998198;8.697954099974595
[2.7133665120000066, -2.46724232];True;[-0.9163380527596052, -5.0, -5.0, -5.0, -0.9468239750084093, -4.728021989306539, -5.0, -5.0, -4.989994517451185, -5.0];190.46448219998274;8.697954099974595
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];179.93198360002134;8.697954099974595
[2.6657868960000135, -2.498364129];True;[-5.0, -5.0, -2.4633882377917082, -5.0, -4.907544798044299, -5.0, -1.4129949330020901, -5.0, -5.0, -5.0];182.06928389996756;8.697954099974595
[2.8250694000000047, -2.47926101];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 4.965933343021176, -1.3756851514851505, -5.0, -5.0];195.01188810006715;9.357556300004944
[3.1584740400000118, -2.2180676];True;[-4.263624044213245, -3.9330615277097762, 2.009273432566059, -4.920132900738246, -2.257352721189414, -2.8456869773117544, 1.8589216474057322, 1.311145335825592, -4.0824375106094974, -3.8514181417334816];190.28925160004292;9.357556300004944
[2.581523784000006, -2.40493745];True;[-5.0, -5.0, -5.0, -4.9801757285670885, -2.704850718086305, -5.0, -5.0, -5.0, -5.0, -5.0];203.99068839999381;9.357556300004944
[2.7098558640000077, -0.9881249999999999];True;[-5.0, -5.0, -5.0, -5.0, -1.181187804924683, -3.9190019668928113, -5.0, -2.5349228431118744, -4.1086002626221605, -5.0];204.95613079995383;9.357556300004944
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];199.62254880007822;9.357556300004944
[2.606990832, -2.497452896];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -1.5246152441385314, -4.988587713170275, -5.0, -4.992782416795481];196.64454819995444;10.627305099973455
[2.7011504160000115, -2.45235438];True;[-1.8012166222583366, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.6727724231311907, -5.0, -2.672772422851111];193.88102299999446;10.627305099973455
[2.7512159760000046, -2.4764168];True;[-5.0, -5.0, -1.7043984196073945, -3.4803266097713514, -4.728733633768659, -5.0, -5.0, 0.0845707372573763, -5.0, -5.0];199.48966820002533;10.627305099973455
[2.589187248000002, -2.494380107];True;[-3.798710647599212, -5.0, -5.0, -4.37364768666156, -5.0, -5.0, -4.157866986896863, -5.0, -5.0, -5.0];201.70676420000382;10.627305099973455
[2.9365247520000137, -2.4999999999967053];True;[-5.0, -5.0, 2.6173395809890714, -5.0, -5.0, -4.50293855820618, -3.669791070437705, 3.1136614620681407, -3.808056316524418, -5.0];194.54253580002114;10.627305099973455
[2.614269384000001, -2.1333332];True;[-5.0, -1.169005624198073, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];199.86014720005915;7.733073499985039
[2.5675371360000114, -2.492128939];True;[-3.5798388170641404, -4.753815055990341, -5.0, -5.0, -5.0, -5.0, -4.998891539258536, -5.0, -5.0, -5.0];204.41451780009083;7.733073499985039
[2.6566272000000115, 13.638929999999998];True;[-5.0, -5.0, -5.0, -5.0, -5.0, 0.788953336914398, -5.0, -5.0, -4.996955067272424, -5.0];193.2258510000538;7.733073499985039
[2.5562079360000043, -2.41752794];True;[-4.630846255346439, -5.0, -5.0, -4.60571045341929, -5.0, -5.0, -5.0, -5.0, -5.0, -4.620468035975703];203.9572027999675;7.733073499985039
[2.5374116160000044, -1.7226102];True;[-5.0, -4.727234173765469, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];195.67351029999554;7.733073499985039
[2.543015520000011, -2.41058709];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -4.477961707008299, -4.989840723387417, -5.0, -5.0, -5.0];198.91722970001865;9.453736199997365
[2.5532902080000057, 0.867782];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.992126472996282, -5.0, -5.0, -5.0];195.61672349995933;9.453736199997365
[2.5366366080000065, -2.499999999997822];True;[-4.881543026805726, -5.0, -5.0, -5.0, -5.0, -5.0, -4.881549978110299, -5.0, -5.0, -5.0];197.06509050005116;9.453736199997365
[2.545015680000012, -2.4999999999977582];True;[-5.0, -5.0, -4.6876651292024665, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.68753634614477];203.81706719996873;9.453736199997365
[2.5413540480000023, -0.8959459999999999];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.54470435525524, -5.0, -5.0, -5.0];198.9106665001018;9.453736199997365
[2.5825374720000043, -2.48023738];True;[-3.048149566873525, -5.0, -5.0, -5.0, -5.0, -4.589932957181537, -5.0, -5.0, -5.0, -5.0];178.0868718000129;8.162068199948408
[2.532650976, -2.43786235];True;[-4.973466188039525, -5.0, -5.0, -4.974172325485139, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];175.67673589999322;8.162068199948408
[2.564827848000009, -2.47021019];True;[-3.8714183766200536, -5.0, -4.586575457820327, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];177.1369578000158;8.162068199948408
[2.5347729600000006, -2.3798954];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -4.849399220774924, -5.0, -5.0, -5.0, -5.0];174.59389300004113;8.162068199948408
[2.5705712880000062, -2.499999999997857];True;[-4.547440897966872, -5.0, -5.0, -5.0, -4.547767173302045, -5.0, -5.0, -4.54798212001302, -5.0, -4.548870858533655];175.00554539996665;8.162068199948408
[2.5373571840000135, -0.803766];True;[-5.0, -5.0, -5.0, -4.729759057790477, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];183.50407540006563;5.59066999994684
[2.540267568000007, -2.46406799];True;[-4.938237889487405, -5.0, -5.0, -5.0, -5.0, -4.656778357999505, -5.0, -5.0, -5.0, -4.999999999999758];182.02103499998339;5.59066999994684
[2.538874368000002, -2.499999999997758];True;[-4.829775900091229, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.829775846661104, -5.0, -5.0];183.13929339998867;5.59066999994684
