objectives;is_feasible;variables;evaluation_time;algorithm_time
[3.500835336000013, -2.0789942];True;[1.488182151728818, -3.429355019302408, 1.6751603044940433, 2.7330950471241087, -2.1905091692591947, 1.8887811766022278, -3.8048721413563955, -2.948811134464319, -1.961990300658086, 1.4260311104368375];173.70746919990052;
[3.833741448000014, -2.3881843];True;[0.5538679051319448, -1.3994066918922088, 1.8253514677148566, 3.350684556886499, -4.47706843880165, 4.971694231141706, 4.109882629417527, 1.9460759992814447, 3.7756376222935, -4.36869388406513];171.72892120003235;
[3.786847848000013, -2.4999999998777334];True;[-2.3099140329406795, -3.7358717073869583, 2.8344497316060906, 2.7685593404184914, 0.02048660488495191, 4.748391843104779, 3.711195867364852, -0.15901046840212274, 3.307065002073154, -3.068330313643898];173.7098384000128;
[3.612204720000012, -2.494189445];True;[3.445633959162338, 4.20817546840569, 0.41278925636895725, -4.384031550389793, -2.3598239126371565, -0.07101090505629593, 2.6707045797487963, -2.4132024318227883, -4.362490660475956, 2.8849522893991733];168.55059620004613;
[3.240777816000004, -1.057607];True;[-3.976256725063961, -3.7827241903247177, -3.5372543304486923, -1.8758869238426366, 4.73314409293789, 4.084662514329258, -0.47241529997024934, -4.62146051329257, -3.008602150315901, -4.7072245525844085];185.14160929992795;
[4.027734936000005, -2.4999999999990883];True;[-1.7259839014835898, 4.778323147034454, -2.3790670571365427, 1.846774939525253, 4.649544598669413, 3.875313388926932, 3.1200102284489066, 1.3734322713413967, 1.3054743224035006, 2.4253984884066773];162.23085190006532;
[3.740782392, -2.0447172];True;[4.0671719849340775, -4.839510160273017, -1.2794652118092809, 1.8220076054401613, 0.7728331066497045, 1.6584773366957686, 3.8566285605436583, -3.4359190150202834, 1.3583543949588561, 2.003794394861485];165.4037639000453;
[3.598257816000011, -2.4999999999986033];True;[-0.8481021856966287, -4.748407487259316, -3.2382657424087755, 3.9937084532640057, -4.77533071207671, 2.525059175902191, 3.697162506743311, -0.13168310421302998, 1.3207740657104017, 1.5911307815025886];162.30094730004203;
[3.4834542480000064, -2.499999999999355];True;[-2.2023301202351897, -2.3835282512792366, -4.0934943488877105, -0.7721892338163556, 2.447878188966639, -0.7020241648487682, -1.4211405676650148, 2.717861147756894, 0.009564954321932717, 0.4704580430937586];167.33195670007262;
[3.332648448000006, -2.499999998678885];True;[2.3547859817921424, -3.518562934792666, -4.964434187858894, -0.2596538508380819, -1.659555454518875, -2.5837188208200956, -0.7799811515991886, -1.101245923661148, -3.5592448798906684, 3.160867444971087];172.15349520009477;
[3.6473369040000008, -2.499999999999336];True;[-4.519571248567285, 0.830541374759707, -1.0173231982295583, -2.2387757247958096, 2.7119609572833614, -1.1504617988877253, 2.6788554890444596, 3.9500981791450247, 1.2052166677363392, -0.7923503359420412];165.97661949996836;
[3.690569520000006, -2.4999999999968505];True;[4.133951284123416, 1.399968179428928, 3.16536475998155, 0.03141524356503034, 2.6571454223169324, -0.8063259413394599, -3.609969747394859, 0.1776810595113787, -3.658111215280573, 0.16856092604265527];169.86849290004466;
[3.5591317920000005, -2.0347189];True;[-4.186054604678272, -1.3636235789004525, 4.214591228588061, 0.13363300450941296, 0.14908408211784518, -1.5519043241426864, 2.7902216166945504, -2.003000507293573, 3.941300125546878, -4.549629939333062];168.46534200001042;
[3.1711603680000118, -2.499999999998406];True;[-4.1738793270607575, 2.6067569029414317, -4.146840803080641, -4.302932562391972, -4.744646086583413, 2.397797029930447, 2.746942906496761, -3.592173845424247, -2.3184266938833256, -4.859642145097199];174.76320869999472;
[3.7152753840000026, -1.9711903];True;[3.2976537538834574, 1.4214147478880292, -3.760521970071812, 4.033606282941795, 4.076947359203411, -0.8172296054713959, 3.85763988695021, 0.9878442058743584, -3.3378043110939917, -4.9560244894422745];173.09554050001316;
[3.7849723200000103, -2.4999999999998166];True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -3.115491843802307, 3.9766685944546296, 1.4134115989155251, -2.783566535766062];168.94836949999444;
[3.6879267600000016, -2.499999999997893];True;[-4.504001170282338, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, -1.3921697046416814, 3.6211298507632375, -2.0500568872560834, 0.21262622756055904, 1.0040801797670529, 3.9593216291251956];165.3504248999525;
[3.983366808000002, -2.499999999999271];True;[4.297313712224941, 1.225502170381735, 4.008139507557555, -1.636600211664824, 0.660032886070713, 3.1302842541604843, 2.5253109022790827, 4.603745803509412, -0.1417309561847251, -1.4568717341956052];163.9921095999889;
[3.517028640000003, -2.137269];True;[0.6776229106831799, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.777733556030782, 0.35329399457756594, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];166.0501131999772;
[3.757036392000007, -2.1284139];True;[-0.49025427099355223, -3.3899623701880643, 1.5186048814923456, -0.6303034997078836, 4.096971799063121, 1.979315040812752, 3.3055872040681713, 1.8851794957703119, 1.156591005095473, -2.694849437104736];164.02749040001072;
[3.364482528000007, -2.1390143];True;[3.238729085864062, -3.1947239189765453, -2.7821032210462358, -3.863380069769944, 4.269709556665202, 1.3551417368440344, -3.274162348160891, -3.911504918621478, -3.7708287372200147, 0.4961925472028632];166.9835379999131;
[3.732857136000009, -2.499999999996627];True;[-2.006478914393164, 2.2573895548337077, -4.162903288858112, 4.204573157967374, 1.3724010832154532, -0.9617171931100321, 1.1503485781620366, 0.32992655094719403, 0.7104849506962276, 2.7234409805382933];161.56550130003598;
[3.4349469120000116, -2.4999999999870894];True;[-1.3152287192171395, -2.671823495820589, -2.424492476937731, 1.6756455022534666, 0.8129250757685913, -0.45395059018574546, -2.4021844926400915, -0.6980508845437985, -3.3341905839136987, 2.63671728478144];167.31522150000092;
[3.9923606160000014, -1.7284229];True;[2.2860095247946175, 2.7417592003705185, -1.1358364703981785, 3.6445157174480567, 2.0268005303073178, -1.65284531545998, 0.7568209442937501, 1.8114789427400426, 3.0697130304016103, 4.083063789716471];158.19376540009398;
[3.386486016000001, -2.4999999999979616];True;[-4.284829669352473, 2.7059817749808683, -2.099413949106644, -2.639105781765233, -1.9360104505901345, -0.5702837834026662, 3.769008399464406, -3.9931276787024728, 0.4257780281032053, -1.7962119240642815];154.78786320006475;
[2.6398794240000134, -2.2748222];True;[-5.0, -5.0, -5.0, -5.0, -4.066217674575092, -5.0, -5.0, -3.17526329361613, -3.801561548211717, -3.9403339980036263];185.61307359999046;4.237225199933164
[2.535286824000005, -1.8377517];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.825610857806459, -5.0];182.05392510001548;4.237225199933164
[2.8023220080000133, -2.4999999999992446];True;[-5.0, -5.0, -5.0, -5.0, -1.2654023806657824, -5.0, -5.0, -1.7314225028112373, -4.398760711793927, -0.06725773364342302];181.36843489995226;4.237225199933164
[2.791421352000001, -2.4999999999995524];True;[-5.0, -5.0, -5.0, -5.0, 0.04996129086013745, -5.0, -5.0, -4.701260955070267, 0.5736128939290559, -3.8898555176743104];180.34464629995637;4.237225199933164
[2.6347476960000007, -2.4999999998848943];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.458411099515199, -1.762527064741552];181.6322821000358;4.237225199933164
[2.6695448640000063, -2.4999999999990177];True;[-5.0, -5.0, -5.0, -5.0, -4.006487714800659, -5.0, -5.0, -4.253128968261368, -2.222007958237478, -3.128334062431523];182.8294329000637;9.011230399948545
[2.586854232000002, -2.47829906];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.4382201709506286, -5.0];174.09573139995337;9.011230399948545
[2.616557472, -2.4665888];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -1.0630801980957818, -5.0];175.09106850007083;9.011230399948545
[2.6199573120000013, -2.499999999920809];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.834022506910474, -2.9289032489411357, -3.1427690739126746];175.4151481000008;9.011230399948545
[2.8481528880000133, -2.4999999999990745];True;[-5.0, -5.0, -5.0, -5.0, -1.7359181978666172, -5.0, -5.0, 2.481116794057119, -2.021762693909092, -4.064516460068694];173.54428380005993;9.011230399948545
[2.624238432000006, -1.6859365];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.59329196570748, -2.1141982420168675, -5.0];172.17175660002977;9.45122209994588
[2.597148792000001, -2.49237893];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.006522591122631, -4.955100850597477];172.61613219999708;9.45122209994588
[2.594461320000005, -2.2205743];True;[-4.576529196847437, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.509524543065362, -5.0];177.7052706000395;9.45122209994588
[2.5788576960000116, -1.7874461];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.8084516053366384, -5.0];176.91285470000003;9.45122209994588
[2.5821469440000104, -2.2447795];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.6797879437271446, -4.976344986754766];176.25252680003177;9.45122209994588
[2.5678175040000086, -1.109464];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.319565935438906];177.97961329994723;12.6570566999726
[2.6577720000000027, -2.4999999999601745];True;[-5.0, -5.0, -5.0, -5.0, -4.900433983380549, -5.0, -5.0, -5.0, -0.5448349584689343, -3.709741266084074];175.97008619992994;12.6570566999726
[2.6751455280000087, -2.497485681];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 1.6493336172918838, -5.0];175.32678180001676;12.6570566999726
[2.5592729760000044, -2.480713];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.715146148785011];181.1010540999705;12.6570566999726
[2.587332024000008, -2.47531713];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.4161105375231555];175.08062000002246;12.6570566999726
[2.6838976320000123, -2.4999999999977156];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.900861766707318, -4.507754826981251, 1.4631581602087396];173.9382393999258;8.647661100025289
[2.8396271520000074, -2.49999999998086];True;[-4.564535362340405, -1.5896867404656287, -4.849262795392088, -4.337847674548394, -3.724672475315483, -5.0, -4.239738369389203, -2.804633414988033, -4.425112388878412, -0.20027917138216367];171.65624029992614;8.647661100025289
[2.7190779840000068, -2.497516145];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.9892419296580579, -2.305999944666859];172.00194840005133;8.647661100025289
[2.9224564560000053, -2.499999999994625];True;[-5.0, -5.0, -5.0, -5.0, -4.708877122905226, -5.0, -5.0, 3.686245360248055, 0.6297356419067963, -1.5081787833586775];171.158986800001;8.647661100025289
[2.7121301280000063, -2.4999999999961413];True;[-5.0, -2.944923060567192, -5.0, -5.0, -5.0, -5.0, -5.0, -3.857700553782306, -1.0532451123112292, -3.7825523690184415];174.21269960002974;8.647661100025289
[2.6073880560000124, -2.499999999948667];True;[-5.0, -4.551790188451121, -5.0, -5.0, -5.0, -5.0, -5.0, -4.99497759506626, -3.5310355573999845, -3.4098002510402967];182.5350459999172;12.12032999994699
[2.6274676320000023, -2.4999999999980327];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -0.9113342426256024, -4.646662532782682];186.34369779995177;12.12032999994699
[2.6616219840000093, -2.1925637];True;[-5.0, -2.709345184559567, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.4571011176278903, -3.8103227940250046];180.11426169995684;12.12032999994699
[2.64558830400001, -2.499999999993912];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.8123816866657467, -0.9066555990939742];180.11995580000803;12.12032999994699
[2.6589835440000016, -1.6380360999999999];True;[-3.4709506537826917, -4.320889482232908, -5.0, -5.0, -4.999018067979423, -5.0, -5.0, -4.999844166760945, -1.5548971939267227, -4.753336227033146];179.29807360004634;12.12032999994699
[2.67034449600001, -2.4999999999712523];True;[-5.0, -4.70787223153657, -5.0, -5.0, -5.0, -5.0, -5.0, -3.6919775537211414, -4.027509735955147, -1.1455977402206807];176.3540181000717;10.081581800011918
[3.1351415040000026, -2.4999999999967404];True;[-3.5089002511006866, -1.6825165290800967, -2.8715205629999723, -3.0725722529533233, -5.0, -0.08595006734235344, -1.775249909511008, -1.5714884251857946, 0.14818694673526167, -2.634541209374395];167.23823899996933;10.081581800011918
[2.7459853200000053, -2.4999999999858793];True;[-5.0, -4.559331274135334, -5.0, -4.999898681227774, -5.0, -5.0, -5.0, -2.1222002619745934, -1.576877983107404, -1.8127410518227531];172.05557089997455;10.081581800011918
[2.626525656000009, -1.5270696];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -0.6015944789156693];177.02841779997107;10.081581800011918
[2.6006933520000137, -2.499999999998858];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.123486596451023, -2.6740519322869463];183.5461664000759;10.081581800011918
[2.6265124800000095, -2.499999999997516];True;[-4.99996832675241, -4.540642091368887, -5.0, -5.0, -5.0, -5.0, -5.0, -4.863106262181017, -3.490826449410637, -2.70767265357634];178.62211529992055;13.12987000006251
[2.795240664000012, -2.4999999999937166];True;[-4.995299745495797, -2.860359396984487, -4.9962486542342734, -4.687159969687607, -4.999955973214968, -5.0, -4.996516722646378, -1.5962570697750031, -1.0607445664652575, -2.5981700498643674];178.31021660007536;13.12987000006251
[2.6926050240000112, -0.7406379999999999];True;[-5.0, -4.999999994432389, -5.0, -5.0, -5.0, -5.0, -5.0, -4.614032584721323, -0.9768371567377665, -1.951485111421988];177.45719700003974;13.12987000006251
[2.719534608000007, -2.4999999999817786];True;[-4.999728744112268, -4.407839713408133, -5.0, -3.6386919277680385, -5.0, -5.0, -4.975448398034217, -3.847541280526978, -2.9626330626977633, -1.463745268575499];175.5251000999706;13.12987000006251
[2.724129144000012, -2.4999999999980735];True;[-5.0, -3.5811180878663627, -5.0, -5.0, -4.999053065083709, -5.0, -5.0, -5.0, -0.3836312817878307, -2.119095934858258];174.12482439994346;13.12987000006251
[2.570811696000014, -2.46460816];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.9999627927466, -3.181482628776163, -4.999503381912453];179.09841490001418;10.605523800011724
[2.8949462640000116, -2.4999999999968785];True;[-5.0, 2.4417924469354544, -4.8247391486429745, -5.0, -5.0, -5.0, -5.0, 0.34969074373964126, -2.439045149042492, -3.7024144810853676];183.19954609998967;10.605523800011724
[2.640643200000001, -2.4999999999711493];True;[-4.228673740397405, -3.7166961992550065, -4.997386072522464, -4.9800036056370125, -5.0, -5.0, -5.0, -3.716485858809568, -4.5920592584428555, -3.716681053896394];185.97031860006973;10.605523800011724
[2.6394934320000116, -2.45142404];True;[-5.0, -1.4490027333356266, -5.0, -5.0, -5.0, -5.0, -5.0, -4.99271212745395, -5.0, -3.5595103309508564];181.55000849999487;10.605523800011724
[2.786860944000005, -2.4999999999863216];True;[-4.969391249175365, -1.1548601136048102, -5.0, -4.9689212648453, -5.0, -4.368347362078995, -5.0, -4.99847997131338, -0.9979598301975701, -1.7207035865541394];184.79003520007245;10.605523800011724
[2.6237472480000052, -2.4999999999371223];True;[-5.0, -5.0, -5.0, -4.700135018841262, -5.0, -5.0, -5.0, -4.98134652673497, -1.0593565878290132, -4.989384283880439];179.25888350000605;12.815702500054613
[2.689876944000011, -2.499999999998924];True;[-5.0, -5.0, -5.0, -3.7117963158352905, -3.3400320807565778, -5.0, -5.0, -4.737992177055152, -2.3821752557683262, -3.49665651993124];179.47983029996976;12.815702500054613
[2.722323600000007, -2.1445252];True;[-1.7063210535809774, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -1.1259164477724322, -3.334255679297602];176.35908149997704;12.815702500054613
[2.651724000000008, -2.495010116];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.5650192310387023, -5.0, -5.0];178.5433173000347;12.815702500054613
[2.7099372960000117, -2.499999999997914];True;[-4.949170946946838, -4.861291673522137, -2.730527061297057, -4.64615409907394, -5.0, -5.0, -5.0, -1.5361279025125318, -4.220522759783927, -3.7961536956306023];178.87396979995538;12.815702500054613
[2.75474152800001, -2.4999999999411884];True;[-1.7140936755157874, -1.3549429842701812, -4.652992159774059, -4.938074253677114, -5.0, -5.0, -5.0, -3.8092233773298734, -4.038015358580736, -4.1583152795661285];194.1004142999882;10.265273199998774
[2.5811591760000057, -1.30868];True;[-5.0, -5.0, -4.466030798887604, -4.563322191899564, -5.0, -5.0, -5.0, -3.672541124583974, -5.0, -5.0];178.1962733999826;10.265273199998774
[2.606001552000012, -2.496725391];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -1.6163656897233092, -5.0, -4.935410003987303];183.23512950004078;10.265273199998774
[2.7313111440000064, -2.496185597];True;[-5.0, -4.146472903029876, -5.0, -5.0, -3.2629891999201615, -5.0, -5.0, -2.0635866961804594, -5.0, -1.2773553544150662];183.1316613999661;10.265273199998774
[2.6006590080000085, -2.4656760699999998];True;[-4.954698850257717, -4.210973482869409, -5.0, -4.723894287038934, -5.0, -5.0, -4.977196393023014, -3.700053289015788, -4.232324015415805, -5.0];182.797595800017;10.265273199998774
[2.6350904880000083, -2.49120585];True;[-5.0, -4.994799393008501, -4.3640306463098995, -5.0, -3.2805826880002957, -5.0, -5.0, -5.0, -5.0, -2.565646609744991];173.11583739996422;9.645995599916205
[2.961198864000009, -2.492280483];True;[-5.0, -4.077592962329314, -4.6471821714738955, -4.89437899995793, -3.2035712090232753, -4.108009452425566, -3.0828527389009523, 2.607188678071183, -5.0, 1.2989495975938148];163.89880550000817;9.645995599916205
[2.572426944000006, -2.4999999999927645];True;[-5.0, -3.552647912443043, -4.887257476651495, -4.882137451402003, -4.896716731816991, -5.0, -5.0, -4.887417265668778, -5.0, -5.0];171.83463669999037;9.645995599916205
[2.6964029520000072, -2.45240074];True;[-4.871510527940139, -5.0, -5.0, -3.096590795611718, -2.45855454697121, -5.0, -4.86503702096355, -2.074824628984388, -5.0, -5.0];181.6296457001008;9.645995599916205
[3.080969568000011, -2.4999999999988716];True;[-5.0, 5.0, -5.0, -5.0, -1.936509770885423, -5.0, -5.0, 0.7319538640021719, -3.4544752919413857, 0.09650542809246154];175.21573880000506;9.645995599916205
[2.695452984000007, -2.47189029];True;[-5.0, -0.2152418555053215, -5.0, -5.0, -5.0, -5.0, -5.0, -2.200498494601693, -4.994764903463929, -5.0];205.2745031999657;14.580691899987869
[2.6846151840000108, -2.4999999999954987];True;[-4.2301406130996595, -1.6232720339605948, -5.0, -4.755986263083388, -4.589812260300602, -5.0, -5.0, -4.99204855501346, -4.9993838540671245, -2.721583459340153];197.6018141999375;14.580691899987869
[2.6519765040000087, -1.7981344];True;[-5.0, -3.8035745638114227, -5.0, -5.0, -0.7048332699615774, -5.0, -5.0, -4.93239184002638, -4.982501429887357, -5.0];206.4732525999425;14.580691899987869
[2.6155468080000106, -1.481073];True;[-5.0, -3.4010246691578008, -4.5618575226030575, -5.0, -5.0, -5.0, -5.0, -4.719438261920429, -5.0, -3.4275560820760567];199.44672710006125;14.580691899987869
[2.7805615200000022, -2.42227607];True;[-5.0, -1.4020485621330376, -5.0, -4.67946219294538, -1.0109206739242693, -5.0, -3.3678156417581047, -4.841682899613798, -4.8938798339802165, -3.274506741284185];201.70642980001867;14.580691899987869
[2.7239874480000092, 1.7973480000000004];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 3.6872669770351987, -5.0, -4.776741913108369];184.2241729000816;14.586872600018978
[2.824508664000011, -2.47176294];True;[-3.9601317712797175, -4.858196217279341, -4.872688738817468, 0.9835645159997171, -5.0, -5.0, -4.997285385933121, -5.0, -0.5629770403487973, -3.167999594466555];184.94654589996208;14.586872600018978
[3.2055281280000125, -1.8220035];True;[-4.154297811427076, 1.846277695913992, -3.7901198972870906, -0.5445896794773084, -1.162478241168508, -4.960494163932466, -1.0192435473687187, -2.2887363657500757, -0.8435923064499713, -1.8786518645581967];176.92531179997604;14.586872600018978
[2.8890190080000098, -2.499999999996346];True;[-4.39383764783159, -0.36177995471432745, -4.999999000528487, -2.504614095069413, -4.946758387538791, -4.931156228529481, -4.939595179788458, -0.006944950068045408, -4.003292800167305, -2.361124246456699];183.79654450004455;14.586872600018978
[2.7679278960000135, -2.1047041];True;[-5.0, 1.8670187282578645, -5.0, -5.0, -5.0, -5.0, -5.0, -4.998962827354811, -4.291517613564801, -1.6317068208384078];196.53838559996802;14.586872600018978
[2.537761320000012, -2.46897496];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.8945649544771515, -4.816494432535296, -5.0];183.4622644999763;9.237003799993545
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];180.52068630000576;9.237003799993545
[2.5842084480000027, -1.6230053];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.560716862343372, -5.0, -5.0];179.89864000002854;9.237003799993545
