eval_id;objectives;objectives_maxspace;cv;is_feasible;variables;evaluation_time;algorithm_time;workdir
72;[3.0834848880000045, -2.497919881];[-3.0834848880000045, 2.497919881];0.0;True;[-0.48896675546491597, -2.2471259363674934, -5.0, -5.0, -0.9722030345723178, -3.061265184271536, 0.44087616623228687, -5.0, 1.1410544263928397, -4.258426588760595];163.00599439999496;12.546318400003656;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_552142
73;[3.120831936000004, -2.499999999997946];[-3.120831936000004, 2.499999999997946];0.0;True;[-2.3237030168770776, -4.07920997723776, 0.7295120211926616, -4.808206972242073, -1.6633710288116434, 1.2552179038314488, -4.9991040366989905, -4.983451713576057, 1.4273476306855981, -3.272071083402657];163.64895379999507;12.546318400003656;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_221225
74;[3.18998584800001, -2.4999999999989995];[-3.18998584800001, 2.4999999999989995];0.0;True;[-2.3969422181768127, -4.091573098387674, 0.6886504910520941, -1.8528400138010914, -1.6633710288116434, 1.2552924084254595, -4.813550963135103, -4.943973611023731, 1.5668494921181768, -3.2640218916564887];163.63888569999835;12.546318400003656;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_376046
75;[3.358347912000001, -2.499999999999098];[-3.358347912000001, 2.499999999999098];0.0;True;[-2.3237030168770776, 1.0131269529930123, 0.7295120211926616, -1.8383811403298953, -1.7857791183215599, 1.2552924084254595, -4.813550963135103, -2.091865827536804, 1.3984343353154571, -3.2640218916564887];163.51906410000083;12.546318400003656;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_293124
76;[2.736435096000009, -2.4999999999919162];[-2.736435096000009, 2.4999999999919162];0.0;True;[-2.1806999468470023, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.8620432948843018, -5.0, -0.4704687351559942];161.8772853000046;13.929985800001305;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_740399
77;[2.930644584000011, -2.499999999997458];[-2.930644584000011, 2.499999999997458];0.0;True;[-5.0, -3.1315230512075054, -5.0, -5.0, -2.3508436993430486, -5.0, -5.0, -0.18946826834461383, 1.184355467865446, -2.0345380058148788];161.14754099999845;13.929985800001305;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_336192
78;[3.260560608000007, -2.254484];[-3.260560608000007, 2.254484];0.0;True;[1.4530557520913572, -5.0, -5.0, -5.0, 3.7419528769163417, -3.968102060547226, -4.669157440523739, 3.2282936645048377, -2.9081638052111907, 1.8739891279511713];159.59138469999743;13.929985800001305;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_683594
79;[2.8573605360000114, -2.1892288];[-2.8573605360000114, 2.1892288];0.0;True;[-4.95802853642226, -1.8280274458378507, -5.0, -5.0, -1.6240505115204913, -3.7155683005788775, -5.0, -1.9118717371365088, -0.877224571573568, -5.0];163.3217788999973;13.929985800001305;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_357690
80;[3.3357800160000033, -2.499999999998708];[-3.3357800160000033, 2.499999999998708];0.0;True;[-1.9904715495308034, -5.0, -5.0, -5.0, 0.932219608436867, 4.549610163461253, -5.0, 4.771782179921717, -0.7525790913851598, -0.27626639895875815];155.25279419999424;13.929985800001305;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_960567
81;[3.1388011920000096, -2.4999999999889355];[-3.1388011920000096, 2.4999999999889355];0.0;True;[2.444653504194112, 3.6632113336648136, -5.0, -5.0, -0.8520133712513331, -5.0, -5.0, -1.4643935680837439, -4.333013848978495, -1.343536323664333];165.6232775000026;13.882251100003486;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_171639
82;[3.2729682960000033, -2.4999999999948193];[-3.2729682960000033, 2.4999999999948193];0.0;True;[-0.5650631440650287, -5.0, 2.9752879444572304, -0.17927726248039466, -0.8200451401733986, -1.086310752386623, -5.0, -1.4702419139970213, -4.2428279018241115, -0.2852048723824998];160.51464080000005;13.882251100003486;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_112928
83;[2.942860896000002, -2.47673701];[-2.942860896000002, 2.47673701];0.0;True;[-0.07642933935143148, 4.3944822311620175, -4.363442168200134, -5.0, -5.0, -5.0, -5.0, -2.794284831146493, -4.276635532215378, -3.840104714784043];175.49173429999792;13.882251100003486;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_344569
84;[2.9608772400000065, -2.4999999999981446];[-2.9608772400000065, 2.4999999999981446];0.0;True;[-2.3226303214721558, -5.0, 0.7318582242570244, -4.98300484690968, -5.0, 1.3085646546479692, -4.988763595572848, -2.0928373942576526, -4.619233113674584, -3.1562920193542388];157.35295179999957;13.882251100003486;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_695178
85;[3.0416422320000134, -2.4999999999990763];[-3.0416422320000134, 2.4999999999990763];0.0;True;[-2.2543723080757783, -4.986780979074263, 0.7318582242570244, -2.5141332171797037, -5.0, 1.2518887216599675, -4.990213305084312, -2.092191221615395, -3.530641759687743, -2.998641878383286];158.52437479999935;13.882251100003486;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_923381
86;[3.4811769600000124, -2.4999999999985696];[-3.4811769600000124, 2.4999999999985696];0.0;True;[-1.374525487389429, -5.0, 1.6422646185945045, -5.0, -0.06433580120543603, 1.9250721286581438, -5.0, 3.903093435481299, 4.011735726238859, -1.07771343689862];158.65494439999748;13.786879400002363;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_2302
87;[3.045068640000009, -2.499999999995019];[-3.045068640000009, 2.499999999995019];0.0;True;[3.827001613964926, -5.0, -5.0, -5.0, -3.935428529279714, -5.0, -5.0, -4.774326062845969, 3.3593001557473396, 0.29884368122571114];168.82843490000232;13.786879400002363;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_613557
88;[2.801339856000007, -2.4999999999981286];[-2.801339856000007, 2.4999999999981286];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -0.817104740068114, -5.0, 0.20990490764296332, -1.901155660258004];161.3617981999996;13.786879400002363;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_771780
89;[2.693967984000012, -1.7203727];[-2.693967984000012, 1.7203727];0.0;True;[-4.81006107145103, -5.0, 0.7510755413412609, -4.948480670643417, -5.0, -5.0, -5.0, -5.0, -3.5316186423532927, -4.940178742979872];173.5193855000034;13.786879400002363;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_730321
90;[2.692642824000002, -2.4999999999990665];[-2.692642824000002, 2.4999999999990665];0.0;True;[-4.999401046455875, -5.0, 0.6265596566594889, -5.0, -4.699003325366359, -5.0, -4.991215031004658, -4.972482092302338, -3.5050587706176737, -5.0];169.00574010000128;13.786879400002363;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_681920
91;[3.041890632000013, -2.499999999973425];[-3.041890632000013, 2.499999999973425];0.0;True;[2.858117147112048, -5.0, -5.0, -5.0, -5.0, -5.0, 1.9798065861129128, -5.0, -5.0, 3.7903465820196196];166.91512240000156;15.722163899998122;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_18980
92;[2.7041115600000136, -0.7522709999999999];[-2.7041115600000136, 0.7522709999999999];0.0;True;[-5.0, 1.143077841851352, -4.981634532971965, -5.0, -5.0, -4.98197152305312, -5.0, -4.749278528443979, -3.5041531805770116, -4.935700112147788];168.6575182000015;15.722163899998122;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_675975
93;[3.0858824880000135, -2.4999999999218567];[-3.0858824880000135, 2.4999999999218567];0.0;True;[-4.998650004050437, -5.0, 4.421955786691363, -5.0, -5.0, 1.3183914099761953, -4.983520125502201, -3.413077486874431, 1.4829962383774165, -3.163165988428474];164.3016545999999;15.722163899998122;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_475472
94;[2.716261776000012, -2.2101924];[-2.716261776000012, 2.2101924];0.0;True;[-4.944837869907943, -4.045779386818009, 0.6265596566594889, -4.923429576263454, -4.699003325366359, -5.0, -4.996300481564249, -4.958818480137149, -3.5055385115632722, -5.0];174.63938179999968;15.722163899998122;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_973460
95;[3.128616576000012, -2.499999999227552];[-3.128616576000012, 2.499999999227552];0.0;True;[-4.943263663978786, -5.0, 4.627062613505007, -5.0, -4.934860668860176, 1.3105788278245765, -4.913996502079683, -2.1320263312534236, 1.4156151426320527, -2.78574236610156];160.7150202999983;15.722163899998122;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_397569
96;[2.9993496480000132, -2.499999999993656];[-2.9993496480000132, 2.499999999993656];0.0;True;[-4.9980316285680875, 1.1871565786118072, 4.03167512245734, -5.0, -4.95433137455009, -5.0, -5.0, -5.0, 1.3660218074202657, -4.973715716714602];180.32432330000302;16.1878171999997;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_885616
97;[2.9819610000000054, -1.038949];[-2.9819610000000054, 1.038949];0.0;True;[-5.0, 1.0226753967237663, -5.0, -3.84192051676564, 1.7396495960893565, -4.762840701734024, -4.862569116925422, -5.0, 1.5239201179978696, -4.9651605299416595];174.57709120000072;16.1878171999997;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_279138
98;[3.2422023360000054, -2.499999999997686];[-3.2422023360000054, 2.499999999997686];0.0;True;[-5.0, -0.11928004362543998, -0.16763256083446354, -5.0, -1.402645790968685, -5.0, -5.0, 1.966942065686272, 2.6354840153822314, -0.01092550229144873];164.23410810000496;16.1878171999997;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_628493
99;[3.2745606480000107, -1.7086856];[-3.2745606480000107, 1.7086856];0.0;True;[-2.9688589220174575, 1.1767764403616638, 4.474457164091149, -4.979012349526919, -4.939336124051474, 2.9070156992581175, -4.978490308610656, -4.931496161331311, 1.4015048117484792, -2.7625282842681993];166.5823148999989;16.1878171999997;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_529240
100;[3.422412432000005, 0.18459199999999987];[-3.422412432000005, -0.18459199999999987];0.0;True;[-2.405003215122341, 1.2059540832328004, 4.472416722182476, 1.6767647146123377, -4.95809760613091, 2.9070156992581175, -3.115491843802307, -4.944570175021803, 1.3884103629246738, -4.98236081231594];162.46711170000344;16.1878171999997;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_628977
101;[2.5575540480000103, -2.45773026];[-2.5575540480000103, 2.45773026];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.7947286431249596, -5.0, -5.0];164.53571809999994;16.65388499999972;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_367530
102;[3.043719936, -2.4999999999993276];[-3.043719936, 2.4999999999993276];0.0;True;[-2.564227751683119, -3.0471722552513376, -5.0, -0.5184672543751754, -5.0, -1.1451758854583978, -5.0, -5.0, 2.407146336486907, -1.419146850519501];160.51659060000384;16.65388499999972;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_876735
103;[3.1949406720000044, -1.6573964];[-3.1949406720000044, 1.6573964];0.0;True;[-2.1689778950415994, -4.099926433334048, 0.7295120211926616, -1.53960200999291, -1.6633710288116434, 1.2552924084254595, -4.813550963135103, -1.2461795384932284, -3.5312984608876077, -2.2080293610770054];161.95722349999414;16.65388499999972;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_342755
104;[3.2510944080000046, -2.499999999997563];[-3.2510944080000046, 2.499999999997563];0.0;True;[-4.459749686806002, 2.825629758387537, -2.0702119496529265, -1.1108353421442416, -5.0, 0.991360222670437, -3.830908169376472, -2.9687460106210133, 0.03907556089115172, -1.1019996053816934];161.33098009999958;16.65388499999972;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_413150
105;[2.7790171200000047, -2.499999999998539];[-2.7790171200000047, 2.499999999998539];0.0;True;[-4.993137745627152, -5.0, -4.859621503532167, -5.0, -4.3277705704674645, -4.790272898817584, -5.0, 3.933141129657109, -3.5041531805770116, -5.0];161.65056829999958;16.65388499999972;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_555677
106;[2.6179632000000037, -1.301874];[-2.6179632000000037, 1.301874];0.0;True;[-5.0, -3.374917894343081, -5.0, -5.0, -5.0, -2.623070287685798, -5.0, -5.0, -5.0, -5.0];163.24900880000496;13.956602099999145;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_67032
107;[3.164766336000005, -0.7377419999999999];[-3.164766336000005, 0.7377419999999999];0.0;True;[-5.0, 5.0, -3.816558093544312, -4.566924053780674, -2.494926521241215, -4.954704286129769, -1.1720866929696063, 0.8064023061767891, -5.0, 0.515769968115487];160.66632660000323;13.956602099999145;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_717655
108;[2.7024686640000075, -2.1565118];[-2.7024686640000075, 2.1565118];0.0;True;[-5.0, -5.0, -4.996559169038938, 1.2054974497244402, -5.0, -4.963543277186756, -4.988307027840038, -4.838657307790771, -3.5041531805770116, -5.0];162.5461906000055;13.956602099999145;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_363251
109;[2.8510058160000074, -2.4999999999984617];[-2.8510058160000074, 2.4999999999984617];0.0;True;[-4.899946950729225, -5.0, -4.771637990256069, 1.202250942460199, 1.6956440527549272, -5.0, -5.0, -5.0, -3.4352883486753747, -5.0];171.22609340000054;13.956602099999145;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_560051
110;[3.249910944000012, -2.4999999999982583];[-3.249910944000012, 2.4999999999982583];0.0;True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.2429971441767593, -4.698797443649323, -4.920243125269812, -4.982512579856335, -4.629046560768641, 1.4134115989155251, -2.8290292099127115];165.50650970000424;13.956602099999145;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_461091
111;[2.873162880000002, -1.6636041000000001];[-2.873162880000002, 1.6636041000000001];0.0;True;[-4.951877029477339, -3.270393054454197, -5.0, 2.3878080593362174, -5.0, 1.2041010207798966, -5.0, -5.0, -5.0, -4.55285745989894];168.60810170000332;14.343331600000965;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_407502
112;[3.0422420640000003, -2.499999999997823];[-3.0422420640000003, 2.499999999997823];0.0;True;[-3.7756184848327496, -0.4382890417601484, -4.493424746934645, 0.2775895649441722, -5.0, 1.063890165767523, -5.0, -5.0, -0.019543330607103115, -3.970029287206853];164.07928740000352;14.343331600000965;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_772475
113;[2.8977380640000105, -0.7641279999999999];[-2.8977380640000105, 0.7641279999999999];0.0;True;[-4.943263663978786, -5.0, 0.14776285780256337, -5.0, -5.0, 3.38470773278509, -4.999260683816638, -4.973320089518169, -3.5053247469162705, -3.1567472959445877];169.08380690000195;14.343331600000965;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_802785
114;[3.2016474720000105, -2.4999999999956666];[-3.2016474720000105, 2.4999999999956666];0.0;True;[-3.125486311473392, 0.6596169504270879, -3.7783409702106736, 1.4489785131163906, -1.5450375781201893, -0.13887501485104803, -5.0, -5.0, -1.2319873887065014, -1.264440846394126];166.39132830000017;14.343331600000965;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_582574
115;[2.831675112000012, -2.47985032];[-2.831675112000012, 2.47985032];0.0;True;[-4.999401046455875, -5.0, 0.6265596566594889, 1.2171254230415673, -4.699003325366359, -5.0, -4.991215031004658, -4.972482092302338, -3.2855161220763915, -5.0];171.6269056999954;14.343331600000965;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_586873
116;[2.8959195600000016, -2.4999999999926965];[-2.8959195600000016, 2.4999999999926965];0.0;True;[0.23565330053824596, -1.8775531758098172, -2.5797500773744058, -0.8558379419722311, -5.0, -4.738842839073414, -5.0, -4.547348451596359, -3.7659619517631824, -5.0];171.78554480000457;15.53951500000403;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_298268
117;[2.922296616000006, -2.4856734];[-2.922296616000006, 2.4856734];0.0;True;[0.4071854845808609, -3.3391004930308794, -3.597205992850945, -0.40462414372019495, -5.0, -4.335132291585979, -5.0, -4.664890250288967, -0.974725645937899, -5.0];165.87010319999536;15.53951500000403;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_581254
118;[3.060373968000005, -0.62392];[-3.060373968000005, 0.62392];0.0;True;[-4.943263663978786, 1.2028441145125113, 0.7245495965864084, -5.0, -5.0, 1.3105788278245765, -4.9912962263410785, -2.1320263312534236, -3.530641759687743, -3.1567472959445877];166.1536003000001;15.53951500000403;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_975309
119;[2.985390216, -2.498589706];[-2.985390216, 2.498589706];0.0;True;[-2.123532537331401, -2.772768322088287, 1.538683946521929, -0.050814442506702306, -5.0, -4.966869730964887, -5.0, -0.6121864508616, -5.0, -5.0];168.70844560000114;15.53951500000403;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_537593
120;[3.0771653760000017, -1.9821811];[-3.0771653760000017, 1.9821811];0.0;True;[-5.0, -4.915228820315636, -4.9168949827017565, -4.824568014885515, -5.0, 2.792600227586566, -3.189024499086008, 3.7763153617094183, 1.5381800512026533, -5.0];157.19938369999727;15.53951500000403;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_955202
121;[2.7970516080000065, -2.499999999997101];[-2.7970516080000065, 2.499999999997101];0.0;True;[-5.0, -5.0, -5.0, -1.2538409719937587, -5.0, 2.479986071523685, -3.933013879109338, -5.0, -5.0, -5.0];164.76078580000467;16.590294900001027;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_142249
122;[2.975374944000006, -2.3756086];[-2.975374944000006, 2.3756086];0.0;True;[-4.999401046455875, -4.929586040408628, 0.6265596566594889, -5.0, -4.699003325366359, -5.0, -4.28545469020395, 2.4300582157501314, 1.40568942473495, -5.0];159.57662379999965;16.590294900001027;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_685068
123;[2.697566112000005, -2.4999999999944102];[-2.697566112000005, 2.4999999999944102];0.0;True;[-2.3133813072143528, -4.938648006090435, -4.812643257134055, -1.9010352870642784, -4.9542600592034844, -4.93974954312102, -5.0, -5.0, -3.502728518048986, -4.950227699043369];162.54929999999877;16.590294900001027;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_684312
124;[2.5315204320000007, -2.46461926];[-2.5315204320000007, 2.46461926];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.999973384402434, -5.0, -5.0];165.05200719999993;16.590294900001027;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_898719
125;[2.5318241280000016, -2.499999999952843];[-2.5318241280000016, 2.499999999952843];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.985928100288492, -5.0, -5.0];164.06195090000256;16.590294900001027;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_175416
126;[3.2431151520000006, -2.497361258];[-3.2431151520000006, 2.497361258];0.0;True;[-2.8452084476986714, -5.0, 1.4961209629422427, -3.8070755350952536, -2.131019148099615, 0.9430854240094666, -5.0, -0.5132981218865869, 4.801590337226049, -5.0];157.70381389999966;16.438532200001646;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_140120
127;[2.762793576000011, -1.9539452000000002];[-2.762793576000011, 1.9539452000000002];0.0;True;[-4.971746896687663, -5.0, -5.0, -1.9687544279774114, -1.6322444482680485, -5.0, -4.998211040972001, -2.1912880437931936, -3.5306438668099798, -5.0];164.05199110000103;16.438532200001646;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_177001
128;[2.980326744000006, -2.48709452];[-2.980326744000006, 2.48709452];0.0;True;[0.577966355252598, -5.0, -5.0, -4.607615902054712, -5.0, -4.887684736736749, -5.0, -5.0, 3.813643787392392, 0.8817881297539119];164.77450659999886;16.438532200001646;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_210819
129;[2.704536000000007, -2.4999999998888462];[-2.704536000000007, 2.4999999998888462];0.0;True;[-4.964801717970416, -4.954359081017338, -4.771757161026975, -1.9021860920450653, -5.0, -4.929374546840433, -4.829235424166897, -2.1186972670982964, -3.5195938107102296, -5.0];161.4488399000038;16.438532200001646;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_318162
130;[3.0889468800000124, -2.4992025988];[-3.0889468800000124, 2.4992025988];0.0;True;[0.9342019454829842, -0.23435249636063826, 1.2004555309015803, -0.8258872759550302, -5.0, -0.8263297509293785, -5.0, -4.44128995599672, -5.0, -5.0];162.17191640000237;16.438532200001646;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_716469
131;[3.117163608000004, -2.4999999999986584];[-3.117163608000004, 2.4999999999986584];0.0;True;[-2.592053540447097, 0.5499000320892131, -1.643482957512226, -0.5137400052051841, -5.0, -0.0801123482943984, -4.086381940032185, -2.5526167901403456, -1.9683795126649777, -5.0];161.67129130000103;14.00915260000329;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_511499
132;[3.0806021520000115, -2.4999999995940767];[-3.0806021520000115, 2.4999999995940767];0.0;True;[-2.7068008901758764, -2.2903669203417487, -0.9389192035617873, -0.8266426690352633, 2.2954628443543434, -4.363987681067467, -5.0, -3.080250121614004, -5.0, -2.668021293705757];166.72971599999437;14.00915260000329;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_323731
133;[2.8857569760000064, -2.499999999996401];[-2.8857569760000064, 2.499999999996401];0.0;True;[-2.5106899605488464, -3.652106912707576, -3.1779425979788525, -3.8093916284934792, -5.0, -4.103399980729277, -5.0, -1.4542260605776587, -5.0, 0.10759697414671177];164.70684049999545;14.00915260000329;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_202176
134;[2.7387624960000108, -2.2607906];[-2.7387624960000108, 2.2607906];0.0;True;[-4.999401046455875, -5.0, 0.6265596566594889, -5.0, -4.699003325366359, -2.8706997012260107, -4.991215031004658, -4.972482092302338, -3.4991770579098738, -5.0];177.04784780000045;14.00915260000329;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_844041
135;[2.7952393680000105, -1.7629514];[-2.7952393680000105, 1.7629514];0.0;True;[-4.987717682317127, -5.0, 0.6265596566594889, -1.9624517868429328, -4.699003325366359, -5.0, -4.991215031004658, -4.9772502947249535, -3.5050587706176737, -3.294635639556312];167.9674815000035;14.00915260000329;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_525644
136;[3.4625605680000113, -2.4999999999951092];[-3.4625605680000113, 2.4999999999951092];0.0;True;[-2.1138281220615474, -0.05916568602104899, -3.342026486355662, -0.8861762786185174, -3.2853832334120034, 0.7579601061308807, 4.516319547845653, -5.0, 5.0, -2.4839963999838908];157.34387660000357;17.920722199996817;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_544056
137;[3.2546834640000135, -1.364427];[-3.2546834640000135, 1.364427];0.0;True;[-2.6226096143921094, -0.6546363151165346, -3.614200215361451, -1.0882877049423434, -0.9028211120944754, 0.9822798708226284, -4.18111308202346, -5.0, 2.1606073742659513, -1.599422207193169];156.64658999999665;17.920722199996817;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_394600
138;[3.1979292480000114, -2.42639703];[-3.1979292480000114, 2.42639703];0.0;True;[-0.06499822929274668, -1.5942297743100364, -4.644392466705515, -1.275583788326383, -2.982754785451442, 0.5982636588215096, -2.5637199616529784, -5.0, -2.9530639840894883, 1.3328021572530293];158.8617763000002;17.920722199996817;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_109082
139;[2.9599244640000077, -2.0511713];[-2.9599244640000077, 2.0511713];0.0;True;[-3.0919771841014, -4.835407480584802, -5.0, -5.0, -5.0, -4.591118951967445, -3.0513339003139173, 4.017144989308717, 1.38624576936098, -5.0];156.33068409999396;17.920722199996817;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_406559
140;[2.8124524080000017, -2.499999999996659];[-2.8124524080000017, 2.499999999996659];0.0;True;[-4.966699149722935, -4.9938332224047075, -4.9580312365429835, -5.0, 1.61080130383594, -5.0, -4.965627923265822, -4.999973384402434, 1.2794883102128152, -5.0];164.33787689999735;17.920722199996817;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_289644
141;[2.73882686400001, -2.49999999997136];[-2.73882686400001, 2.49999999997136];0.0;True;[-5.0, -4.927543649838408, 4.518001947870044, -5.0, -5.0, -5.0, -4.992944311195201, -4.999973384402434, -5.0, -5.0];177.73130359999777;15.260130099995877;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_680160
142;[3.274925040000001, -0.30485000000000007];[-3.274925040000001, 0.30485000000000007];0.0;True;[-2.424074720477367, 1.1924518877412735, -0.6220928536160226, -0.42945573126946357, -5.0, -0.06795543023249007, 2.406151372162199, -0.6381257085930638, -5.0, -5.0];160.31049740000162;15.260130099995877;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_105314
143;[2.9073770640000025, -2.4999999999986775];[-2.9073770640000025, 2.4999999999986775];0.0;True;[-3.156540873720955, -4.840438573903053, -5.0, 1.265819888377651, -4.9352765773733545, -5.0, -5.0, 4.046582853090948, -5.0, -4.979376610161802];163.6640449999977;15.260130099995877;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_2264
144;[2.9714249520000067, 1.034913];[-2.9714249520000067, -1.034913];0.0;True;[-3.0452219771292337, -5.0, 4.4431991165060545, -5.0, -5.0, -5.0, -4.990865277202367, 3.845632696717786, -4.886754501879132, -5.0];173.39340550000634;15.260130099995877;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_524010
